agi	family	occurences	databases		
AT1G25340	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT4G28800	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G34440	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G15850	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT4G09820	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT4G20400	JUMONJI	3	agris2.csv	peking2.csv	riken2.csv
AT3G01030	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT3G16870	C2C2-GATA	2	agris2.csv	peking2.csv	
AT4G27950	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G28770	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT1G04850	C2H2	2	agris2.csv	riken2.csv	
AT3G01970	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT5G22570	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT2G40340	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G37590	C2C2-DOF	2	agris2.csv	peking2.csv	
AT4G17780	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G10140	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G56270	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT3G57480	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G02040	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G28460	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT2G40740	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT4G01250	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT3G51960	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT1G02340	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G58900	MYB	2	peking2.csv	riken2.csv	
AT5G52010	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT2G38880	CCAAT-HAP3	2	agris2.csv	peking2.csv	
AT3G23210	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G02470	E2F/DP	2	peking2.csv	riken2.csv	
AT1G01060	MYB	2	peking2.csv	riken2.csv	
AT2G02080	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G39750	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G43640	TUB	3	agris2.csv	peking2.csv	riken2.csv
AT2G34240	C2H2	2	agris2.csv	riken2.csv	
AT5G60690	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G50480	CCAAT-HAP5	2	agris2.csv	peking2.csv	
AT3G27010	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT3G21150	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT5G57620	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G57800	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G46130	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT1G35460	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G29060	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT1G68640	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT4G17500	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G27100	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G67970	HSF	3	agris2.csv	peking2.csv	riken2.csv
AT3G51910	HSF	3	agris2.csv	peking2.csv	riken2.csv
AT5G40350	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT4G00610	GEBP	2	agris2.csv	peking2.csv	
AT5G23650	MYB	2	peking2.csv	riken2.csv	
AT1G73830	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G28300	TRIHELIX	3	agris2.csv	peking2.csv	riken2.csv
AT5G61470	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT2G47810	CCAAT-HAP3	2	agris2.csv	peking2.csv	
AT1G25310	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G35640	TRIHELIX	2	peking2.csv	riken2.csv	
AT4G35280	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT4G37260	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT4G31060	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G32870	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G20640	NIN-LIKE	2	peking2.csv	riken2.csv	
AT1G75710	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT4G30410	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G27740	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G24260	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT4G29940	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G64000	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT1G30670	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G41570	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT1G63910	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G58850	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G10970	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT3G59580	NIN-LIKE	2	peking2.csv	riken2.csv	
AT5G16470	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G26610	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT3G60530	C2C2-GATA	2	agris2.csv	peking2.csv	
AT3G24520	HSF	3	agris2.csv	peking2.csv	riken2.csv
AT5G08790	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT4G36590	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT3G21880	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT5G63790	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT4G01520	NAC	2	peking2.csv	riken2.csv	
AT5G37260	MYB	2	peking2.csv	riken2.csv	
AT3G27920	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT4G35590	NIN-LIKE	2	peking2.csv	riken2.csv	
AT2G29660	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G42780	ZF-HD	2	agris2.csv	peking2.csv	
AT2G44840	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT4G28815	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT3G15210	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G69490	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT5G10510	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT4G24060	C2C2-DOF	2	agris2.csv	peking2.csv	
AT3G62610	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G15030	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT1G22810	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G12980	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G14960	E2F/DP	2	peking2.csv	riken2.csv	
AT1G25440	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT1G32150	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT1G26780	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G67010	AP2-EREBP	2	peking2.csv	riken2.csv	
AT3G50330	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G25330	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT3G10590	MYB	2	peking2.csv	riken2.csv	
AT4G35700	C2H2	2	peking2.csv	riken2.csv	
AT1G66560	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT5G02320	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT2G20180	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT4G25481	AP2-EREBP	2	peking2.csv	riken2.csv	
AT1G08320	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT3G53200	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT4G05100	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G65100	EIL	3	agris2.csv	peking2.csv	riken2.csv
AT4G00250	GEBP	2	agris2.csv	peking2.csv	
AT4G29930	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G65590	C2C2-DOF	2	agris2.csv	peking2.csv	
AT1G77080	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT2G27630	C2H2	2	agris2.csv	riken2.csv	
AT2G25000	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT4G34530	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT4G18960	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G16770	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G60580	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT3G11100	TRIHELIX	2	peking2.csv	riken2.csv	
AT2G43000	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G27360	SBP	3	agris2.csv	peking2.csv	riken2.csv
AT3G25730	AP2-EREBP	2	peking2.csv	riken2.csv	
AT5G65670	AUX/IAA	2	peking2.csv	riken2.csv	
AT1G01520	MYB	2	peking2.csv	riken2.csv	
AT5G65640	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G10120	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G03800	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G35515	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G43650	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G26150	HSF	3	agris2.csv	peking2.csv	riken2.csv
AT3G29340	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G68240	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT4G37730	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT1G08970	CCAAT-HAP5	2	agris2.csv	peking2.csv	
AT2G34720	CCAAT-HAP2	2	agris2.csv	peking2.csv	
AT3G45150	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT5G57660	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT5G13330	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT4G34590	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT5G54230	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G49850	MYB	2	peking2.csv	riken2.csv	
AT2G47900	TUB	3	agris2.csv	peking2.csv	riken2.csv
AT1G33280	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT3G21890	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT3G21330	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G41710	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT4G24540	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G27370	SBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G20510	ALFIN-LIKE	2	agris2.csv	riken2.csv	
AT5G06710	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G26630	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT3G23050	AUX/IAA	2	peking2.csv	riken2.csv	
AT4G23810	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT1G34370	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT4G22070	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT1G19000	MYB	2	peking2.csv	riken2.csv	
AT1G49770	bHLH	2	peking2.csv	riken2.csv	
AT2G02825	MYB	2	peking2.csv	riken2.csv	
AT2G22540	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G09330	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT2G33860	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT2G22760	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G02210	NAC	2	peking2.csv	riken2.csv	
AT4G23980	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT4G00270	GEBP	2	agris2.csv	peking2.csv	
AT3G06740	C2C2-GATA	2	agris2.csv	peking2.csv	
AT3G55730	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G30330	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT4G25530	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G56960	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT3G47600	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G53200	MYB	2	peking2.csv	riken2.csv	
AT2G42380	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT4G32890	C2C2-GATA	2	agris2.csv	peking2.csv	
AT4G16845	C2H2	2	agris2.csv	peking2.csv	
AT4G35580	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT5G09410	CAMTA	2	agris2.csv	peking2.csv	
AT5G67580	MYB	2	peking2.csv	riken2.csv	
AT4G32010	ABI3VP1	3	agris2.csv	peking2.csv	riken2.csv
AT1G02065	SBP	2	agris2.csv	peking2.csv	
AT1G69600	ZF-HD	2	agris2.csv	peking2.csv	
AT2G18060	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT2G31210	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G23760	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G55600	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT5G54360	C2H2	2	peking2.csv	riken2.csv	
AT2G28810	C2C2-DOF	2	agris2.csv	peking2.csv	
AT5G22220	E2F/DP	2	peking2.csv	riken2.csv	
AT5G18830	SBP	3	agris2.csv	peking2.csv	riken2.csv
AT4G25560	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G68320	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT4G31550	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT1G71520	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G01500	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G65060	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G52510	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT5G12840	CCAAT-HAP2	2	agris2.csv	peking2.csv	
AT1G32640	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G12890	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G13570	CCAAT-HAP3	2	agris2.csv	peking2.csv	
AT3G23250	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G48250	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT1G07980	CCAAT-HAP5	2	agris2.csv	peking2.csv	
AT1G72650	MYB	2	peking2.csv	riken2.csv	
AT1G66350	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT5G51790	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT3G20750	C2C2-GATA	2	agris2.csv	peking2.csv	
AT1G75240	ZF-HD	2	agris2.csv	peking2.csv	
AT1G27660	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT3G55370	C2C2-DOF	2	agris2.csv	peking2.csv	
AT4G36740	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G01250	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT3G01530	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT2G24570	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT3G06490	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G53210	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT3G62100	AUX/IAA	2	peking2.csv	riken2.csv	
AT5G64530	NAC	2	peking2.csv	riken2.csv	
AT5G02460	C2C2-DOF	2	agris2.csv	peking2.csv	
AT2G03060	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G23260	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT4G12350	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G04670	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT5G27090	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G10480	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT4G17880	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G79580	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT3G48160	E2F/DP	2	peking2.csv	riken2.csv	
AT2G38090	MYB	2	peking2.csv	riken2.csv	
AT2G13130	bZIP	2	agris2.csv	riken2.csv	
AT2G33480	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G33760	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G17040	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT5G57520	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G14580	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G53170	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G64340	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G56170	CCAAT-HAP5	2	agris2.csv	peking2.csv	
AT4G30980	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G15660	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT4G34000	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT1G18860	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT5G57420	AUX/IAA	2	peking2.csv	riken2.csv	
AT1G25560	ABI3VP1	2	agris2.csv	riken2.csv	
AT3G58710	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT4G26030	C2H2	2	agris2.csv	riken2.csv	
AT3G25710	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G04370	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G69560	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G61850	C2C2-DOF	2	agris2.csv	peking2.csv	
AT1G74080	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G18010	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G03790	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G22490	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G38620	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT3G60460	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G57390	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G47660	TRIHELIX	3	agris2.csv	peking2.csv	riken2.csv
AT1G68840	AP2-EREBP	2	peking2.csv	riken2.csv	
AT2G40350	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G54680	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G09540	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G77850	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT3G20840	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G36475	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G08141	bZIP	2	peking2.csv	riken2.csv	
AT4G00940	C2C2-DOF	2	agris2.csv	peking2.csv	
AT1G62360	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G68150	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT2G14210	MADS	2	agris2.csv	peking2.csv	
AT3G49530	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G18790	NIN-LIKE	2	peking2.csv	riken2.csv	
AT1G17920	HB	3	agris2.csv	peking2.csv	riken2.csv
AT2G16400	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G68920	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT4G37790	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G44810	GEBP	2	agris2.csv	peking2.csv	
AT4G01720	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT2G02470	ALFIN-LIKE	2	agris2.csv	riken2.csv	
AT4G36990	HSF	3	agris2.csv	peking2.csv	riken2.csv
AT2G04038	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT4G13980	HSF	3	agris2.csv	peking2.csv	riken2.csv
AT5G66730	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G06839	bZIP	2	peking2.csv	riken2.csv	
AT5G22380	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G43950	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT4G13040	AP2-EREBP	2	peking2.csv	riken2.csv	
AT2G06200	GRF	2	agris2.csv	peking2.csv	
AT1G62700	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G17310	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G15800	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT3G56560	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT2G45660	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT3G27970	C2H2	2	agris2.csv	riken2.csv	
AT3G50870	C2C2-GATA	2	agris2.csv	peking2.csv	
AT2G31070	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT3G11280	MYB	2	peking2.csv	riken2.csv	
AT5G24930	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT1G49900	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT2G46970	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G13150	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT3G18400	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT5G61940	C2H2	2	agris2.csv	riken2.csv	
AT3G62420	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT2G46310	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G60830	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT2G35670	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G56200	C2H2	2	peking2.csv	riken2.csv	
AT1G74500	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT3G10480	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT5G60470	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT2G20095	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G27130	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT2G46590	C2C2-DOF	2	agris2.csv	peking2.csv	
AT3G02860	C2H2	2	agris2.csv	riken2.csv	
AT4G21550	ABI3VP1	3	agris2.csv	peking2.csv	riken2.csv
AT1G55460	C2H2	2	agris2.csv	riken2.csv	
AT2G46270	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT4G28640	AUX/IAA	2	peking2.csv	riken2.csv	
AT1G79700	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G28360	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT3G09600	MYB	2	peking2.csv	riken2.csv	
AT1G46768	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G26210	ALFIN-LIKE	2	agris2.csv	riken2.csv	
AT5G35210	PHD	2	agris2.csv	peking2.csv	
AT2G34880	JUMONJI	3	agris2.csv	peking2.csv	riken2.csv
AT3G23130	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G63900	PHD	2	agris2.csv	peking2.csv	
AT1G50600	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT1G23370	HB	2	peking2.csv	riken2.csv	
AT5G25220	HB	3	agris2.csv	peking2.csv	riken2.csv
AT4G25490	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G01200	AUX/IAA	2	peking2.csv	riken2.csv	
AT5G25390	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G64750	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G47070	SBP	3	agris2.csv	peking2.csv	riken2.csv
AT3G47500	C2C2-DOF	2	agris2.csv	peking2.csv	
AT3G46080	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT4G29230	NAC	2	peking2.csv	riken2.csv	
AT5G16820	HSF	3	agris2.csv	peking2.csv	riken2.csv
AT2G36720	PHD	2	agris2.csv	peking2.csv	
AT1G07520	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT2G22840	GRF	2	agris2.csv	peking2.csv	
AT3G06120	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT3G22830	HSF	3	agris2.csv	peking2.csv	riken2.csv
AT5G56620	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G71130	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G24800	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT4G25210	GEBP	2	agris2.csv	peking2.csv	
AT2G18490	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G65330	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT2G37740	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G25580	NAC	2	peking2.csv	riken2.csv	
AT2G18300	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G27220	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G38800	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT1G66230	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G12270	C2H2	2	agris2.csv	riken2.csv	
AT1G60920	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT3G19510	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G04445	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT3G24650	ABI3VP1	3	agris2.csv	peking2.csv	riken2.csv
AT5G04150	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G56010	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT4G01680	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G21120	EIL	3	agris2.csv	peking2.csv	riken2.csv
AT1G26870	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G08000	C2C2-GATA	2	agris2.csv	peking2.csv	
AT4G25410	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G51870	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G26950	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT2G26580	C2C2-YABBY	2	agris2.csv	peking2.csv	
AT3G12250	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT1G60340	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT4G21030	C2C2-DOF	2	agris2.csv	peking2.csv	
AT3G23030	AUX/IAA	2	peking2.csv	riken2.csv	
AT3G29020	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G18330	MYB	2	peking2.csv	riken2.csv	
AT4G36920	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G06170	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G18270	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT3G14180	TRIHELIX	3	agris2.csv	peking2.csv	riken2.csv
AT1G31140	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G45270	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT2G25230	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G25990	TRIHELIX	3	agris2.csv	peking2.csv	riken2.csv
AT5G13180	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G31310	TRIHELIX	2	peking2.csv	riken2.csv	
AT1G60280	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT5G60970	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT4G36540	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G12400	PHD	2	agris2.csv	peking2.csv	
AT1G09030	CCAAT-HAP3	2	agris2.csv	peking2.csv	
AT4G40060	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G48150	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G39700	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT4G14920	PHD	2	agris2.csv	peking2.csv	
AT4G02240	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G53320	TUB	3	agris2.csv	peking2.csv	riken2.csv
AT5G03680	TRIHELIX	3	agris2.csv	peking2.csv	riken2.csv
AT5G67300	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G20310	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G24590	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT4G32040	HB	3	agris2.csv	peking2.csv	riken2.csv
