AGI	object name	GO term	GO ID	Aspect	GOslim term
AT4G39450	AT4G39450.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39530	AT4G39530.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39550	AT4G39550.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39560	AT4G39560.2	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39570	AT4G39570.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39590	AT4G39590.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39610	AT4G39610.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39630	AT4G39630.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39640	AT4G39640.2	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39650	AT4G39650.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39670	AT4G39670.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39675	AT4G39675.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39680	AT4G39680.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39690	AT4G39690.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39720	AT4G39720.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39730	AT4G39730.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39753	AT4G39753.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39756	AT4G39756.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39790	AT4G39790.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39820	AT4G39820.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39840	AT4G39840.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39860	AT4G39860.2	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39870	AT4G39870.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39900	AT4G39900.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G39930	AT4G39930.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G40020	AT4G40020.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G40045	AT4G40045.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G40050	AT4G40050.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G40080	AT4G40080.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17090	AT4G17090.1	maltose biosynthesis	GO:0000024	proc	other physiological processes
AT4G13050	AT4G13050.1	acyl carrier activity	GO:0000036	func	transporter activity
AT4G25050	ACP4	acyl carrier activity	GO:0000036	func	transporter activity
AT4G34250	AT4G34250.1	very-long-chain fatty acid metabolism	GO:0000038	proc	other physiological processes
AT4G34510	AT4G34510.1	very-long-chain fatty acid metabolism	GO:0000038	proc	other physiological processes
AT4G34520	AT4G34520.1	very-long-chain fatty acid metabolism	GO:0000038	proc	other physiological processes
AT4G27640	AT4G27640.1	"protein import into nucleus, docking"	GO:0000059	proc	cell organization and biogenesis
AT4G24230	AT4G24230.2	acyl-CoA binding	GO:0000062	func	other binding
AT4G27780	ACBP2	acyl-CoA binding	GO:0000062	func	other binding
AT4G03270	AT4G03270.1	regulation of progression through cell cycle	GO:0000074	proc	other physiological processes
AT4G19600	AT4G19600.1	regulation of progression through cell cycle	GO:0000074	proc	other physiological processes
AT4G34160	AT4G34160.1	regulation of progression through cell cycle	GO:0000074	proc	other physiological processes
AT4G35620	AT4G35620.1	regulation of progression through cell cycle	GO:0000074	proc	other physiological processes
AT4G37490	AT4G37490.1	regulation of progression through cell cycle	GO:0000074	proc	other physiological processes
AT4G37630	AT4G37630.2	regulation of progression through cell cycle	GO:0000074	proc	other physiological processes
AT4G28980	AT4G28980.1	regulation of cyclin-dependent protein kinase activity	GO:0000079	proc	other physiological processes
AT4G34160	CYCD3;1	G1 phase of mitotic cell cycle	GO:0000080	proc	other physiological processes
AT4G04610	APR1	sulfate assimilation	GO:0000103	proc	other physiological processes
AT4G14680	APS3	sulfate assimilation	GO:0000103	proc	other physiological processes
AT4G21990	APR3	sulfate assimilation	GO:0000103	proc	other physiological processes
AT4G35640	AT4G35640.1	sulfate assimilation	GO:0000103	proc	other physiological processes
AT4G39940	AT4G39940.1	sulfate assimilation	GO:0000103	proc	other physiological processes
AT4G32210	SDH3-2	succinate dehydrogenase activity	GO:0000104	func	other enzyme activity
AT4G14910	IGPD	histidine biosynthesis	GO:0000105	proc	other physiological processes
AT4G26900	AT-HF	imidazoleglycerol-phosphate synthase activity	GO:0000107	func	transferase activity
AT4G02350	AT4G02350.1	exocyst	GO:0000145	comp	other intracellular components
AT4G31540	AT4G31540.1	exocyst	GO:0000145	comp	other intracellular components
AT4G03550	AT4G03550.1	"1,3-beta-glucan synthase complex"	GO:0000148	comp	other cellular components
AT4G04970	AT4G04970.1	"1,3-beta-glucan synthase complex"	GO:0000148	comp	other cellular components
AT4G02570	ATCUL1	ubiquitin ligase complex	GO:0000151	comp	other intracellular components
AT4G21350	AT4G21350.1	ubiquitin ligase complex	GO:0000151	comp	other intracellular components
AT4G25160	AT4G25160.1	ubiquitin ligase complex	GO:0000151	comp	other intracellular components
AT4G36550	AT4G36550.1	ubiquitin ligase complex	GO:0000151	comp	other intracellular components
AT4G00760	APRR8	two-component response regulator activity	GO:0000156	func	other molecular functions
AT4G16110	ARR2	two-component response regulator activity	GO:0000156	func	other molecular functions
AT4G18020	APRR2	two-component response regulator activity	GO:0000156	func	other molecular functions
AT4G31920	ARR10	two-component response regulator activity	GO:0000156	func	other molecular functions
AT4G15415	AT4G15415.2	protein phosphatase type 2A complex	GO:0000159	comp	other intracellular components
AT4G00760	AT4G00760.1	two-component signal transduction system (phosphorelay)	GO:0000160	proc	signal transduction
AT4G02610	AT4G02610.1	tryptophan biosynthesis	GO:0000162	proc	other physiological processes
AT4G27070	AT4G27070.1	tryptophan biosynthesis	GO:0000162	proc	other physiological processes
AT4G31500	CYP83B1	tryptophan biosynthesis	GO:0000162	proc	other physiological processes
AT4G11240	TOPP7	protein phosphatase type 1 activity	GO:0000163	func	hydrolase activity
AT4G08500	MEKK1	MAPKKK cascade	GO:0000165	proc	signal transduction
AT4G26070	AT4G26070.3	MAPKKK cascade	GO:0000165	proc	signal transduction
AT4G29810	AT4G29810.2	MAPKKK cascade	GO:0000165	proc	signal transduction
AT4G00090	AT4G00090.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G01860	AT4G01860.2	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G02730	AT4G02730.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G03020	AT4G03020.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G04910	AT4G04910.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G04940	AT4G04940.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G05410	AT4G05410.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G07410	AT4G07410.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G08450	AT4G08450.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G09360	AT4G09360.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G11170	AT4G11170.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G11270	AT4G11270.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G14370	AT4G14370.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G15900	AT4G15900.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G16566	AT4G16566.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G16890	SNC1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G16920	AT4G16920.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G16940	AT4G16940.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G16950	RPP5	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G16960	AT4G16960.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G18820	AT4G18820.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G18900	AT4G18900.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G18905	AT4G18905.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G19500	AT4G19500.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G21130	AT4G21130.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G24860	AT4G24860.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G28450	AT4G28450.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G29830	AT4G29830.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G31160	AT4G31160.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G34460	AT4G34460.3	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G35370	AT4G35370.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G36140	AT4G36140.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G38480	AT4G38480.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT4G09720	AT4G09720.1	exosome (RNase complex)	GO:0000178	comp	other intracellular components
AT4G17160	AT4G17160.1	exosome (RNase complex)	GO:0000178	comp	other intracellular components
AT4G17170	AT4G17170.1	exosome (RNase complex)	GO:0000178	comp	other intracellular components
AT4G17530	AT4G17530.1	exosome (RNase complex)	GO:0000178	comp	other intracellular components
AT4G18430	AT4G18430.1	exosome (RNase complex)	GO:0000178	comp	other intracellular components
AT4G18800	AT4G18800.1	exosome (RNase complex)	GO:0000178	comp	other intracellular components
AT4G19640	AT4G19640.1	exosome (RNase complex)	GO:0000178	comp	other intracellular components
AT4G35860	AT4G35860.1	exosome (RNase complex)	GO:0000178	comp	other intracellular components
AT4G39890	AT4G39890.1	exosome (RNase complex)	GO:0000178	comp	other intracellular components
AT4G39990	AT4G39990.1	exosome (RNase complex)	GO:0000178	comp	other intracellular components
AT4G05190	ATK5	microtubule cytoskeleton organization and biogenesis	GO:0000226	proc	cell organization and biogenesis
AT4G14960	TUA6	microtubule cytoskeleton organization and biogenesis	GO:0000226	proc	cell organization and biogenesis
AT4G12110	SMO1-1	C-4 methylsterol oxidase activity	GO:0000254	func	other enzyme activity
AT4G22756	SMO1-2	C-4 methylsterol oxidase activity	GO:0000254	func	other enzyme activity
AT4G08790	AT4G08790.1	nitrilase activity	GO:0000257	func	hydrolase activity
AT4G05410	AT4G05410.1	mitochondrial fission	GO:0000266	proc	cell organization and biogenesis
AT4G13670	AT4G13670.1	peptidoglycan metabolism	GO:0000270	proc	other metabolic processes
AT4G15290	AT4G15290.1	polysaccharide biosynthesis	GO:0000271	proc	other physiological processes
AT4G15320	AT4G15320.1	polysaccharide biosynthesis	GO:0000271	proc	other physiological processes
AT4G23990	AT4G23990.1	polysaccharide biosynthesis	GO:0000271	proc	other physiological processes
AT4G24000	AT4G24000.1	polysaccharide biosynthesis	GO:0000271	proc	other physiological processes
AT4G24010	AT4G24010.1	polysaccharide biosynthesis	GO:0000271	proc	other physiological processes
AT4G38190	AT4G38190.1	polysaccharide biosynthesis	GO:0000271	proc	other physiological processes
AT4G00490	AT4G00490.1	polysaccharide catabolism	GO:0000272	proc	other metabolic processes
AT4G00860	ATOZI1	response to reactive oxygen species	GO:0000302	proc	other physiological processes
AT4G02380	SAG21	response to reactive oxygen species	GO:0000302	proc	other physiological processes
AT4G20380	LSD1	response to superoxide	GO:0000303	proc	other physiological processes
AT4G32940	GAMMA-VPE	lytic vacuole	GO:0000323	comp	other intracellular components
AT4G03560	ATTPC1	vacuole (sensu Magnoliophyta)	GO:0000325	comp	other intracellular components
AT4G14630	GLP9	vacuole (sensu Magnoliophyta)	GO:0000325	comp	other intracellular components
AT4G35350	XCP1	vacuole (sensu Magnoliophyta)	GO:0000325	comp	other intracellular components
AT4G14110	COP9	protein deneddylation	GO:0000338	proc	other physiological processes
AT4G26430	CSN6B	protein deneddylation	GO:0000338	proc	other physiological processes
AT4G18040	EIF4E	RNA cap binding	GO:0000339	func	DNA or RNA binding
AT4G20440	AT4G20440.1	"nuclear mRNA splicing, via spliceosome"	GO:0000398	proc	other physiological processes
AT4G25500	ATRSP35	"nuclear mRNA splicing, via spliceosome"	GO:0000398	proc	other physiological processes
AT4G31580	SRZ-22	"nuclear mRNA splicing, via spliceosome"	GO:0000398	proc	other physiological processes
AT4G36690	AT4G36690.1	"nuclear mRNA splicing, via spliceosome"	GO:0000398	proc	other physiological processes
AT4G38630	AT-MCB1	proteasome complex (sensu Eukaryota)	GO:0000502	comp	other intracellular components
AT4G26780	AT4G26780.1	adenyl-nucleotide exchange factor activity	GO:0000774	func	nucleotide binding
AT4G31900	AT4G31900.1	chromatin	GO:0000785	comp	other intracellular components
AT4G35570	HMGB5	chromatin	GO:0000785	comp	other intracellular components
AT4G37280	AT4G37280.1	chromatin	GO:0000785	comp	other intracellular components
AT4G13570	AT4G13570.1	nucleosome	GO:0000786	comp	other intracellular components
AT4G27230	AT4G27230.1	nucleosome	GO:0000786	comp	other intracellular components
AT4G40030	AT4G40030.1	nucleosome	GO:0000786	comp	other intracellular components
AT4G40040	AT4G40040.2	nucleosome	GO:0000786	comp	other intracellular components
AT4G02570	ATCUL1	condensed nuclear chromosome	GO:0000794	comp	other intracellular components
AT4G12620	AT4G12620.1	origin recognition complex	GO:0000808	comp	other intracellular components
AT4G14700	AT4G14700.1	origin recognition complex	GO:0000808	comp	other intracellular components
AT4G29910	AT4G29910.1	origin recognition complex	GO:0000808	comp	other intracellular components
AT4G02980	ABP1	cytokinesis	GO:0000910	proc	other physiological processes
AT4G39920	AT4G39920.1	cytokinesis	GO:0000910	proc	other physiological processes
AT4G00100	ATRPS13A	cytokinesis by cell plate formation	GO:0000911	proc	other physiological processes
AT4G25630	FIB2	RNA methylation	GO:0001510	proc	other physiological processes
AT4G37490	AT4G37490.1	regulation of cell growth	GO:0001558	proc	cell organization and biogenesis
AT4G03120	AT4G03120.1	rhodopsin-like receptor activity	GO:0001584	func	receptor binding or activity
AT4G19200	AT4G19200.1	rhodopsin-like receptor activity	GO:0001584	func	receptor binding or activity
AT4G23470	AT4G23470.2	rhodopsin-like receptor activity	GO:0001584	func	receptor binding or activity
AT4G33660	AT4G33660.1	rhodopsin-like receptor activity	GO:0001584	func	receptor binding or activity
AT4G34150	AT4G34150.1	rhodopsin-like receptor activity	GO:0001584	func	receptor binding or activity
AT4G38630	AT-MCB1	peptide receptor activity	GO:0001653	func	receptor binding or activity
AT4G32690	GLB3	response to hypoxia	GO:0001666	proc	response to stress
AT4G16760	ACX1	long-chain fatty acid metabolism	GO:0001676	proc	other physiological processes
AT4G08150	KNAT1	cell fate specification	GO:0001708	proc	other cellular processes
AT4G19050	AT4G19050.1	physiological defense response	GO:0002217	proc	other physiological processes
AT4G23570	SGT1A	physiological defense response	GO:0002217	proc	other physiological processes
AT4G00980	AT4G00980.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G01020	AT4G01020.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G02670	AT4G02670.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G03120	AT4G03120.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G05410	AT4G05410.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G08750	AT4G08750.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G09490	AT4G09490.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G10070	AT4G10070.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G12240	AT4G12240.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G15420	AT4G15420.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G16610	AT4G16610.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G17720	AT4G17720.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G17810	AT4G17810.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G18375	AT4G18375.2	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G19130	AT4G19130.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G21590	AT4G21590.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G21600	AT4G21600.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G25020	AT4G25020.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G25610	AT4G25610.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G26000	AT4G26000.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G26480	AT4G26480.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G27240	AT4G27240.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G32220	AT4G32220.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G32620	AT4G32620.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G33370	AT4G33370.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G34140	AT4G34140.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G35280	AT4G35280.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G35700	AT4G35700.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G36020	AT4G36020.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G38680	GRP2	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G38890	AT4G38890.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT4G00050	AT4G00050.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G00200	AT4G00200.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G00260	AT4G00260.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G00416	AT4G00416.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G00480	AT4G00480.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G00540	AT4G00540.2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G00870	AT4G00870.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G00940	AT4G00940.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G01120	GBF2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G01280	AT4G01280.2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G01460	AT4G01460.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G01580	AT4G01580.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G01680	AT4G01680.2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G01930	AT4G01930.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G02060	AT4G02060.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G02590	AT4G02590.2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G02640	AT4G02640.2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G03810	AT4G03810.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G04600	AT4G04600.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G04890	PDF2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G05100	AT4G05100.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G05170	AT4G05170.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G05420	AT4G05420.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G05510	AT4G05510.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G07840	AT4G07840.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G07950	AT4G07950.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G09460	AT4G09460.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G09820	AT4G09820.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G10920	AT4G10920.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G10940	AT4G10940.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G11140	AT4G11140.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G11400	AT4G11400.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G11560	AT4G11560.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G11880	AT4G11880.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G12040	AT4G12040.2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G12080	AT4G12080.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G12620	AT4G12620.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G13480	AT4G13480.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G13570	AT4G13570.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G13980	AT4G13980.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G14410	AT4G14410.2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G14700	AT4G14700.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G14920	AT4G14920.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G16265	AT4G16265.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G16420	AT4G16420.3	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G16430	AT4G16430.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G16750	AT4G16750.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G16780	AT4G16780.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G17460	AT4G17460.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G17490	AT4G17490.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G17500	AT4G17500.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G17695	AT4G17695.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G17710	AT4G17710.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G17750	HSF1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G17785	AT4G17785.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G17880	AT4G17880.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G17890	AT4G17890.2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G17950	AT4G17950.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G18450	AT4G18450.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G18770	AT4G18770.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G18870	AT4G18870.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G18880	AT4G18880.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G18960	AG	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G19130	AT4G19130.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G21050	AT4G21050.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G21080	AT4G21080.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G21440	AT4G21440.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G21710	AT4G21710.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G21750	AT4G21750.2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G22140	AT4G22140.2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G22680	AT4G22680.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G22770	AT4G22770.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G22820	AT4G22820.2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G23750	AT4G23750.2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G24060	AT4G24060.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G24660	AT4G24660.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G25380	AT4G25380.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G25410	AT4G25410.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G25470	AT4G25470.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G25480	AT4G25480.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G25490	AT4G25490.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G25530	AT4G25530.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G25560	AT4G25560.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G26110	AT4G26110.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G26930	AT4G26930.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G27210	AT4G27210.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G27230	AT4G27230.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G28110	AT4G28110.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G28140	AT4G28140.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G28190	AT4G28190.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G28900	AT4G28900.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G29940	PRHA	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G31060	AT4G31060.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G31210	AT4G31210.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G31610	AT4G31610.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G31615	AT4G31615.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G31630	AT4G31630.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G31680	AT4G31680.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G32700	AT4G32700.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G32730	AT4G32730.2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G32800	AT4G32800.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G32880	ATHB-8	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G32980	ATH1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G33280	AT4G33280.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G33450	AT4G33450.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G34000	AT4G34000.4	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G34400	AT4G34400.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G34410	AT4G34410.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G34430	AT4G34430.4	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G34590	AT4G34590.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G34610	AT4G34610.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G34990	AT4G34990.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G35040	AT4G35040.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G35550	AT4G35550.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G35570	HMGB5	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G35800	NRPB1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G35900	AT4G35900.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G36540	AT4G36540.2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G36590	AT4G36590.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G36740	AT4G36740.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G36870	AT4G36870.2	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G36900	AT4G36900.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G36930	AT4G36930.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G36970	AT4G36970.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G36990	AT4G36990.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G37180	AT4G37180.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT4G37260	AT4G37260.1	DNA binding	GO:0003677	func	DNA or RNA binding
