AGI	object name	GO term	GO ID	Aspect	GOslim term
AT5G02500	AT5G02500.1	apoplast	GO:0048046	comp	extracellular
AT5G02500	AT5G02500.1	cytosolic ribosome	GO:0022626	comp	cytosol
AT5G02500	AT5G02500.1	cytosolic ribosome	GO:0022626	comp	ribosome
AT5G02500	AT5G02500.1	cytosolic ribosome	GO:0022626	comp	other cytoplasmic components
AT5G02500	AT5G02500.1	cytosolic ribosome	GO:0022626	comp	other intracellular components
AT5G02500	AT5G02500	cytosol	GO:0005829	comp	cytosol
AT5G02500	AT5G02500	response to cold	GO:0009409	proc	response to stress
AT5G02500	AT5G02500	response to cold	GO:0009409	proc	response to abiotic or biotic stimulus
AT5G02500	AT5G02500	response to heat	GO:0009408	proc	response to stress
AT5G02500	AT5G02500	response to heat	GO:0009408	proc	response to abiotic or biotic stimulus
AT5G02500	AT5G02500	protein folding	GO:0006457	proc	protein metabolism
AT5G02500	AT5G02500	protein folding	GO:0006457	proc	other cellular processes
AT5G02500	AT5G02500	protein folding	GO:0006457	proc	other metabolic processes
AT5G02500	AT5G02500	response to virus	GO:0009615	proc	response to abiotic or biotic stimulus
AT5G02500	AT5G02500.2	chloroplast	GO:0009507	comp	chloroplast
AT5G02500	AT5G02500.2	membrane	GO:0016020	comp	other membranes
AT5G02500	AT5G02500.2	plasma membrane	GO:0005886	comp	plasma membrane
AT5G02500	AT5G02500.2	plasma membrane	GO:0005886	comp	plasma membrane
AT5G02500	AT5G02500.2	plasma membrane	GO:0005886	comp	plasma membrane
AT5G02500	AT5G02500.2	ATP binding	GO:0005524	func	nucleotide binding
AT5G02500	AT5G02500.2	apoplast	GO:0048046	comp	extracellular
AT5G02502	AT5G02502.1	endomembrane system	GO:0012505	comp	other cellular components
AT5G02502	AT5G02502	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02502	AT5G02502	biological_process	GO:0008150	proc	unknown biological processes
AT5G02505	AT5G02505	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02505	AT5G02505	translational elongation	GO:0006414	proc	protein metabolism
AT5G02505	AT5G02505	translational elongation	GO:0006414	proc	other cellular processes
AT5G02505	AT5G02505	translational elongation	GO:0006414	proc	other metabolic processes
AT5G02505	AT5G02505	triplet codon-amino acid adaptor activity	GO:0030533	func	other binding
AT5G02505	AT5G02505	triplet codon-amino acid adaptor activity	GO:0030533	func	DNA or RNA binding
AT5G02505	AT5G02505	triplet codon-amino acid adaptor activity	GO:0030533	func	nucleic acid binding
AT5G02510	AT5G02510	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02510	AT5G02510	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02510	AT5G02510	biological_process	GO:0008150	proc	unknown biological processes
AT5G02520	AT5G02520	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02520	AT5G02520	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02520	AT5G02520	biological_process	GO:0008150	proc	unknown biological processes
AT5G02530	AT5G02530.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT5G02530	AT5G02530.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT5G02530	AT5G02530	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02530	AT5G02530	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT5G02530	AT5G02530	biological_process	GO:0008150	proc	unknown biological processes
AT5G02540	AT5G02540.1	catalytic activity	GO:0003824	func	other enzyme activity
AT5G02540	AT5G02540.1	binding	GO:0005488	func	other binding
AT5G02540	AT5G02540.1	oxidoreductase activity	GO:0016491	func	other enzyme activity
AT5G02540	AT5G02540.1	metabolic process	GO:0008152	proc	other metabolic processes
AT5G02540	AT5G02540	oxidoreductase activity	GO:0016491	func	other enzyme activity
AT5G02550	AT5G02550	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02550	AT5G02550	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02550	AT5G02550	biological_process	GO:0008150	proc	unknown biological processes
AT5G02560	AT5G02560.1	nucleus	GO:0005634	comp	nucleus
AT5G02560	AT5G02560.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT5G02560	AT5G02560.1	nucleosome assembly	GO:0006334	proc	other cellular processes
AT5G02560	AT5G02560.1	nucleosome assembly	GO:0006334	proc	cell organization and biogenesis
AT5G02560	AT5G02560.1	nucleosome	GO:0000786	comp	other intracellular components
AT5G02560	AT5G02560	DNA binding	GO:0003677	func	DNA or RNA binding
AT5G02570	AT5G02570.1	nucleolus	GO:0005730	comp	nucleus
AT5G02570	AT5G02570.1	nucleolus	GO:0005730	comp	other intracellular components
AT5G02570	AT5G02570.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT5G02570	AT5G02570.1	nucleosome assembly	GO:0006334	proc	other cellular processes
AT5G02570	AT5G02570.1	nucleosome assembly	GO:0006334	proc	cell organization and biogenesis
AT5G02570	AT5G02570	DNA binding	GO:0003677	func	DNA or RNA binding
AT5G02580	AT5G02580	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02580	AT5G02580	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02580	AT5G02580	biological_process	GO:0008150	proc	unknown biological processes
AT5G02590	AT5G02590.1	binding	GO:0005488	func	other binding
AT5G02590	AT5G02590	chloroplast thylakoid lumen	GO:0009543	comp	plastid
AT5G02590	AT5G02590	chloroplast thylakoid lumen	GO:0009543	comp	chloroplast
AT5G02590	AT5G02590	chloroplast thylakoid lumen	GO:0009543	comp	other cytoplasmic components
AT5G02590	AT5G02590	chloroplast thylakoid lumen	GO:0009543	comp	other intracellular components
AT5G02600	AT5G02600.1	chloroplast	GO:0009507	comp	chloroplast
AT5G02600	AT5G02600.1	metal ion transport	GO:0030001	proc	transport
AT5G02600	AT5G02600.1	metal ion binding	GO:0046872	func	other binding
AT5G02600	AT5G02600	metal ion transport	GO:0030001	proc	transport
AT5G02600	AT5G02600	metal ion binding	GO:0046872	func	other binding
AT5G02600	AT5G02600.2	chloroplast	GO:0009507	comp	chloroplast
AT5G02600	AT5G02600.2	metal ion transport	GO:0030001	proc	transport
AT5G02600	AT5G02600.2	metal ion binding	GO:0046872	func	other binding
AT5G02610	AT5G02610.1	plasma membrane	GO:0005886	comp	plasma membrane
AT5G02610	AT5G02610.1	plasma membrane	GO:0005886	comp	plasma membrane
AT5G02610	AT5G02610.1	structural constituent of ribosome	GO:0003735	func	structural molecule activity
AT5G02610	AT5G02610.1	translation	GO:0006412	proc	protein metabolism
AT5G02610	AT5G02610.1	translation	GO:0006412	proc	other cellular processes
AT5G02610	AT5G02610.1	translation	GO:0006412	proc	other metabolic processes
AT5G02610	AT5G02610.1	cytosolic ribosome	GO:0022626	comp	cytosol
AT5G02610	AT5G02610.1	cytosolic ribosome	GO:0022626	comp	ribosome
AT5G02610	AT5G02610.1	cytosolic ribosome	GO:0022626	comp	other cytoplasmic components
AT5G02610	AT5G02610.1	cytosolic ribosome	GO:0022626	comp	other intracellular components
AT5G02610	AT5G02610	ribosome	GO:0005840	comp	ribosome
AT5G02610	AT5G02610	structural constituent of ribosome	GO:0003735	func	structural molecule activity
AT5G02610	AT5G02610	translation	GO:0006412	proc	protein metabolism
AT5G02610	AT5G02610	translation	GO:0006412	proc	other cellular processes
AT5G02610	AT5G02610	translation	GO:0006412	proc	other metabolic processes
AT5G02610	AT5G02610	ribosome biogenesis	GO:0042254	proc	cell organization and biogenesis
AT5G02610	AT5G02610	cytosolic large ribosomal subunit	GO:0022625	comp	cytosol
AT5G02610	AT5G02610	cytosolic large ribosomal subunit	GO:0022625	comp	ribosome
AT5G02610	AT5G02610	cytosolic large ribosomal subunit	GO:0022625	comp	other cytoplasmic components
AT5G02610	AT5G02610	cytosolic large ribosomal subunit	GO:0022625	comp	other intracellular components
AT5G02615	AT5G02615	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02615	AT5G02615	translational elongation	GO:0006414	proc	protein metabolism
AT5G02615	AT5G02615	translational elongation	GO:0006414	proc	other cellular processes
AT5G02615	AT5G02615	translational elongation	GO:0006414	proc	other metabolic processes
AT5G02615	AT5G02615	triplet codon-amino acid adaptor activity	GO:0030533	func	other binding
AT5G02615	AT5G02615	triplet codon-amino acid adaptor activity	GO:0030533	func	DNA or RNA binding
AT5G02615	AT5G02615	triplet codon-amino acid adaptor activity	GO:0030533	func	nucleic acid binding
AT5G02620	AT5G02620.1	plasma membrane	GO:0005886	comp	plasma membrane
AT5G02620	AT5G02620.1	plasma membrane	GO:0005886	comp	plasma membrane
AT5G02620	AT5G02620	protein binding	GO:0005515	func	protein binding
AT5G02630	AT5G02630.1	integral to membrane	GO:0016021	comp	other membranes
AT5G02630	AT5G02630.1	endomembrane system	GO:0012505	comp	other cellular components
AT5G02640	AT5G02640	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02640	AT5G02640	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02640	AT5G02640	biological_process	GO:0008150	proc	unknown biological processes
AT5G02650	AT5G02650	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02650	AT5G02650	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02650	AT5G02650	biological_process	GO:0008150	proc	unknown biological processes
AT5G02660	AT5G02660.1	zinc ion binding	GO:0008270	func	other binding
AT5G02660	AT5G02660	mitochondrion	GO:0005739	comp	mitochondria
AT5G02660	AT5G02660	biological_process	GO:0008150	proc	unknown biological processes
AT5G02670	AT5G02670	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02670	AT5G02670	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02670	AT5G02670	biological_process	GO:0008150	proc	unknown biological processes
AT5G02680	AT5G02680.1	cytoplasm	GO:0005737	comp	other cytoplasmic components
AT5G02680	AT5G02680.1	ATP binding	GO:0005524	func	nucleotide binding
AT5G02680	AT5G02680.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT5G02680	AT5G02680.1	aminoacyl-tRNA ligase activity	GO:0004812	func	other enzyme activity
AT5G02680	AT5G02680.1	tRNA aminoacylation for protein translation	GO:0006418	proc	protein metabolism
AT5G02680	AT5G02680.1	tRNA aminoacylation for protein translation	GO:0006418	proc	other cellular processes
AT5G02680	AT5G02680.1	tRNA aminoacylation for protein translation	GO:0006418	proc	other metabolic processes
AT5G02680	AT5G02680.1	translation	GO:0006412	proc	protein metabolism
AT5G02680	AT5G02680.1	translation	GO:0006412	proc	other cellular processes
AT5G02680	AT5G02680.1	translation	GO:0006412	proc	other metabolic processes
AT5G02690	AT5G02690	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02690	AT5G02690	biological_process	GO:0008150	proc	unknown biological processes
AT5G02690	AT5G02690.1	endomembrane system	GO:0012505	comp	other cellular components
AT5G02700	AT5G02700	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02700	AT5G02700	biological_process	GO:0008150	proc	unknown biological processes
AT5G02710	AT5G02710.1	chloroplast	GO:0009507	comp	chloroplast
AT5G02720	AT5G02720	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02720	AT5G02720	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02720	AT5G02720	biological_process	GO:0008150	proc	unknown biological processes
AT5G02725	AT5G02725	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02725	AT5G02725	translational elongation	GO:0006414	proc	protein metabolism
AT5G02725	AT5G02725	translational elongation	GO:0006414	proc	other cellular processes
AT5G02725	AT5G02725	translational elongation	GO:0006414	proc	other metabolic processes
AT5G02725	AT5G02725	triplet codon-amino acid adaptor activity	GO:0030533	func	other binding
AT5G02725	AT5G02725	triplet codon-amino acid adaptor activity	GO:0030533	func	DNA or RNA binding
AT5G02725	AT5G02725	triplet codon-amino acid adaptor activity	GO:0030533	func	nucleic acid binding
AT5G02730	AT5G02730.1	extracellular region	GO:0005576	comp	extracellular
AT5G02730	AT5G02730.1	endomembrane system	GO:0012505	comp	other cellular components
AT5G02730	AT5G02730	extracellular region	GO:0005576	comp	extracellular
AT5G02730	AT5G02730	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02730	AT5G02730	biological_process	GO:0008150	proc	unknown biological processes
AT5G02740	AT5G02740.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT5G02740	AT5G02740	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02740	AT5G02740	biological_process	GO:0008150	proc	unknown biological processes
AT5G02750	AT5G02750.1	protein binding	GO:0005515	func	protein binding
AT5G02750	AT5G02750.1	zinc ion binding	GO:0008270	func	other binding
AT5G02750	AT5G02750	protein binding	GO:0005515	func	protein binding
AT5G02750	AT5G02750	zinc ion binding	GO:0008270	func	other binding
AT5G02760	AT5G02760.1	protein serine/threonine phosphatase complex	GO:0008287	comp	other cellular components
AT5G02760	AT5G02760.1	catalytic activity	GO:0003824	func	other enzyme activity
AT5G02760	AT5G02760.1	protein serine/threonine phosphatase activity	GO:0004722	func	hydrolase activity
AT5G02760	AT5G02760.1	protein amino acid dephosphorylation	GO:0006470	proc	protein metabolism
AT5G02760	AT5G02760.1	protein amino acid dephosphorylation	GO:0006470	proc	other cellular processes
AT5G02760	AT5G02760.1	protein amino acid dephosphorylation	GO:0006470	proc	other metabolic processes
AT5G02760	AT5G02760	protein serine/threonine phosphatase activity	GO:0004722	func	hydrolase activity
AT5G02770	AT5G02770	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02770	AT5G02770	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02770	AT5G02770	biological_process	GO:0008150	proc	unknown biological processes
AT5G02780	AT5G02780	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02780	AT5G02780	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02780	AT5G02780	biological_process	GO:0008150	proc	unknown biological processes
AT5G02790	AT5G02790.1	response to cadmium ion	GO:0046686	proc	other biological processes
AT5G02800	AT5G02800.1	ATP binding	GO:0005524	func	nucleotide binding
AT5G02800	AT5G02800.1	protein kinase activity	GO:0004672	func	kinase activity
AT5G02800	AT5G02800.1	protein kinase activity	GO:0004672	func	transferase activity
AT5G02800	AT5G02800.1	protein serine/threonine kinase activity	GO:0004674	func	kinase activity
AT5G02800	AT5G02800.1	protein serine/threonine kinase activity	GO:0004674	func	transferase activity
AT5G02800	AT5G02800.1	protein amino acid phosphorylation	GO:0006468	proc	protein metabolism
AT5G02800	AT5G02800.1	protein amino acid phosphorylation	GO:0006468	proc	other cellular processes
AT5G02800	AT5G02800.1	protein amino acid phosphorylation	GO:0006468	proc	other metabolic processes
AT5G02800	AT5G02800	kinase activity	GO:0016301	func	kinase activity
AT5G02810	AT5G02810	mitochondrion	GO:0005739	comp	mitochondria
AT5G02810	AT5G02810	nucleus	GO:0005634	comp	nucleus
AT5G02810	AT5G02810	two-component response regulator activity	GO:0000156	func	other molecular functions
AT5G02810	AT5G02810	circadian rhythm	GO:0007623	proc	other biological processes
AT5G02810	AT5G02810	circadian rhythm	GO:0007623	proc	other biological processes
AT5G02810	AT5G02810	response to temperature stimulus	GO:0009266	proc	response to abiotic or biotic stimulus
AT5G02810	AT5G02810	transcription regulator activity	GO:0030528	func	other molecular functions
AT5G02810	AT5G02810	red or far red light signaling pathway	GO:0010017	proc	signal transduction
AT5G02810	AT5G02810	red or far red light signaling pathway	GO:0010017	proc	response to abiotic or biotic stimulus
AT5G02815	AT5G02815	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02815	AT5G02815	translational elongation	GO:0006414	proc	protein metabolism
AT5G02815	AT5G02815	translational elongation	GO:0006414	proc	other cellular processes
AT5G02815	AT5G02815	translational elongation	GO:0006414	proc	other metabolic processes
AT5G02815	AT5G02815	triplet codon-amino acid adaptor activity	GO:0030533	func	other binding
AT5G02815	AT5G02815	triplet codon-amino acid adaptor activity	GO:0030533	func	DNA or RNA binding
AT5G02815	AT5G02815	triplet codon-amino acid adaptor activity	GO:0030533	func	nucleic acid binding
AT5G02820	AT5G02820	nucleus	GO:0005634	comp	nucleus
AT5G02820	AT5G02820	ATP binding	GO:0005524	func	nucleotide binding
AT5G02820	AT5G02820	DNA binding	GO:0003677	func	DNA or RNA binding
AT5G02820	AT5G02820	DNA topoisomerase (ATP-hydrolyzing) activity	GO:0003918	func	DNA or RNA binding
AT5G02820	AT5G02820	DNA topoisomerase (ATP-hydrolyzing) activity	GO:0003918	func	other enzyme activity
AT5G02820	AT5G02820	DNA topoisomerase (ATP-hydrolyzing) activity	GO:0003918	func	DNA or RNA binding
AT5G02820	AT5G02820	DNA topoisomerase (ATP-hydrolyzing) activity	GO:0003918	func	other enzyme activity
AT5G02820	AT5G02820	protein binding	GO:0005515	func	protein binding
AT5G02820	AT5G02820	protein binding	GO:0005515	func	protein binding
AT5G02820	AT5G02820	DNA metabolic process	GO:0006259	proc	DNA or RNA metabolism
AT5G02820	AT5G02820	DNA topological change	GO:0006265	proc	DNA or RNA metabolism
AT5G02820	AT5G02820	epidermal cell fate specification	GO:0009957	proc	developmental processes
AT5G02820	AT5G02820	epidermal cell fate specification	GO:0009957	proc	other cellular processes
AT5G02820	AT5G02820	identical protein binding	GO:0042802	func	protein binding
AT5G02830	AT5G02830.1	chloroplast	GO:0009507	comp	chloroplast
AT5G02830	AT5G02830	biological_process	GO:0008150	proc	unknown biological processes
AT5G02840	AT5G02840	nucleus	GO:0005634	comp	nucleus
AT5G02840	AT5G02840	DNA binding	GO:0003677	func	DNA or RNA binding
AT5G02840	AT5G02840	transcription factor activity	GO:0003700	func	transcription factor activity
AT5G02840	AT5G02840	transcription factor activity	GO:0003700	func	transcription factor activity
AT5G02840	AT5G02840	circadian rhythm	GO:0007623	proc	other biological processes
AT5G02840	AT5G02840	response to salt stress	GO:0009651	proc	response to stress
AT5G02840	AT5G02840	response to salt stress	GO:0009651	proc	response to abiotic or biotic stimulus
AT5G02840	AT5G02840	"regulation of transcription, DNA-dependent"	GO:0006355	proc	transcription
AT5G02840	AT5G02840	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other cellular processes
AT5G02840	AT5G02840	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other metabolic processes
AT5G02840	AT5G02840	response to abscisic acid stimulus	GO:0009737	proc	other biological processes
AT5G02840	AT5G02840	response to auxin stimulus	GO:0009733	proc	other biological processes
AT5G02840	AT5G02840	response to ethylene stimulus	GO:0009723	proc	other biological processes
AT5G02840	AT5G02840	response to gibberellin stimulus	GO:0009739	proc	other biological processes
AT5G02840	AT5G02840	response to jasmonic acid stimulus	GO:0009753	proc	other biological processes
AT5G02840	AT5G02840	response to salicylic acid stimulus	GO:0009751	proc	other biological processes
AT5G02840	AT5G02840	response to cadmium ion	GO:0046686	proc	other biological processes
AT5G02850	AT5G02850	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02850	AT5G02850	biological_process	GO:0008150	proc	unknown biological processes
AT5G02860	AT5G02860	biological_process	GO:0008150	proc	unknown biological processes
AT5G02870	AT5G02870.1	chloroplast	GO:0009507	comp	chloroplast
AT5G02870	AT5G02870.1	membrane	GO:0016020	comp	other membranes
AT5G02870	AT5G02870.1	nucleolus	GO:0005730	comp	nucleus
AT5G02870	AT5G02870.1	nucleolus	GO:0005730	comp	other intracellular components
AT5G02870	AT5G02870.1	plasma membrane	GO:0005886	comp	plasma membrane
AT5G02870	AT5G02870.1	plasma membrane	GO:0005886	comp	plasma membrane
AT5G02870	AT5G02870.1	vacuole	GO:0005773	comp	other cytoplasmic components
AT5G02870	AT5G02870.1	vacuole	GO:0005773	comp	other intracellular components
AT5G02870	AT5G02870.1	structural constituent of ribosome	GO:0003735	func	structural molecule activity
AT5G02870	AT5G02870.1	translation	GO:0006412	proc	protein metabolism
AT5G02870	AT5G02870.1	translation	GO:0006412	proc	other cellular processes
AT5G02870	AT5G02870.1	translation	GO:0006412	proc	other metabolic processes
AT5G02870	AT5G02870.1	cytosolic ribosome	GO:0022626	comp	cytosol
AT5G02870	AT5G02870.1	cytosolic ribosome	GO:0022626	comp	cytosol
AT5G02870	AT5G02870.1	cytosolic ribosome	GO:0022626	comp	ribosome
AT5G02870	AT5G02870.1	cytosolic ribosome	GO:0022626	comp	ribosome
AT5G02870	AT5G02870.1	cytosolic ribosome	GO:0022626	comp	other cytoplasmic components
AT5G02870	AT5G02870.1	cytosolic ribosome	GO:0022626	comp	other cytoplasmic components
AT5G02870	AT5G02870.1	cytosolic ribosome	GO:0022626	comp	other intracellular components
AT5G02870	AT5G02870.1	cytosolic ribosome	GO:0022626	comp	other intracellular components
AT5G02870	AT5G02870	large ribosomal subunit	GO:0015934	comp	ribosome
AT5G02870	AT5G02870	large ribosomal subunit	GO:0015934	comp	other cytoplasmic components
AT5G02870	AT5G02870	large ribosomal subunit	GO:0015934	comp	other intracellular components
AT5G02870	AT5G02870	structural constituent of ribosome	GO:0003735	func	structural molecule activity
AT5G02870	AT5G02870	translation	GO:0006412	proc	protein metabolism
AT5G02870	AT5G02870	translation	GO:0006412	proc	other cellular processes
AT5G02870	AT5G02870	translation	GO:0006412	proc	other metabolic processes
AT5G02870	AT5G02870	cytosolic large ribosomal subunit	GO:0022625	comp	cytosol
AT5G02870	AT5G02870	cytosolic large ribosomal subunit	GO:0022625	comp	ribosome
AT5G02870	AT5G02870	cytosolic large ribosomal subunit	GO:0022625	comp	other cytoplasmic components
AT5G02870	AT5G02870	cytosolic large ribosomal subunit	GO:0022625	comp	other intracellular components
AT5G02870	AT5G02870	cytosolic ribosome	GO:0022626	comp	cytosol
AT5G02870	AT5G02870	cytosolic ribosome	GO:0022626	comp	ribosome
AT5G02870	AT5G02870	cytosolic ribosome	GO:0022626	comp	other cytoplasmic components
AT5G02870	AT5G02870	cytosolic ribosome	GO:0022626	comp	other intracellular components
AT5G02870	AT5G02870.2	membrane	GO:0016020	comp	other membranes
AT5G02870	AT5G02870.2	plasma membrane	GO:0005886	comp	plasma membrane
AT5G02870	AT5G02870.2	plasma membrane	GO:0005886	comp	plasma membrane
AT5G02870	AT5G02870.2	structural constituent of ribosome	GO:0003735	func	structural molecule activity
AT5G02870	AT5G02870.2	translation	GO:0006412	proc	protein metabolism
AT5G02870	AT5G02870.2	translation	GO:0006412	proc	other cellular processes
AT5G02870	AT5G02870.2	translation	GO:0006412	proc	other metabolic processes
AT5G02880	AT5G02880	ubiquitin ligase complex	GO:0000151	comp	other intracellular components
AT5G02880	AT5G02880	ubiquitin-protein ligase activity	GO:0004842	func	other enzyme activity
AT5G02880	AT5G02880	protein ubiquitination	GO:0016567	proc	protein metabolism
AT5G02880	AT5G02880	protein ubiquitination	GO:0016567	proc	other cellular processes
AT5G02880	AT5G02880	protein ubiquitination	GO:0016567	proc	other metabolic processes
AT5G02890	AT5G02890.1	"transferase activity, transferring acyl groups other than amino-acyl groups"	GO:0016747	func	transferase activity
AT5G02890	AT5G02890	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02890	AT5G02890	transferase activity	GO:0016740	func	transferase activity
AT5G02890	AT5G02890	biological_process	GO:0008150	proc	unknown biological processes
AT5G02900	AT5G02900.1	electron carrier activity	GO:0009055	func	other molecular functions
AT5G02900	AT5G02900.1	iron ion binding	GO:0005506	func	other binding
AT5G02900	AT5G02900.1	monooxygenase activity	GO:0004497	func	other enzyme activity
AT5G02900	AT5G02900.1	heme binding	GO:0020037	func	other binding
AT5G02900	AT5G02900.1	endomembrane system	GO:0012505	comp	other cellular components
AT5G02900	AT5G02900	biological_process	GO:0008150	proc	unknown biological processes
AT5G02900	AT5G02900	oxygen binding	GO:0019825	func	other binding
AT5G02910	AT5G02910	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02910	AT5G02910	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02910	AT5G02910	biological_process	GO:0008150	proc	unknown biological processes
AT5G02920	AT5G02920	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02920	AT5G02920	ubiquitin-protein ligase activity	GO:0004842	func	other enzyme activity
AT5G02920	AT5G02920	ubiquitin-dependent protein catabolic process	GO:0006511	proc	protein metabolism
AT5G02920	AT5G02920	ubiquitin-dependent protein catabolic process	GO:0006511	proc	protein metabolism
AT5G02920	AT5G02920	ubiquitin-dependent protein catabolic process	GO:0006511	proc	other cellular processes
AT5G02920	AT5G02920	ubiquitin-dependent protein catabolic process	GO:0006511	proc	other metabolic processes
AT5G02920	AT5G02920	ubiquitin-dependent protein catabolic process	GO:0006511	proc	other cellular processes
AT5G02920	AT5G02920	ubiquitin-dependent protein catabolic process	GO:0006511	proc	other metabolic processes
AT5G02930	AT5G02930	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02930	AT5G02930	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02930	AT5G02930	biological_process	GO:0008150	proc	unknown biological processes
AT5G02940	AT5G02940.1	chloroplast	GO:0009507	comp	chloroplast
AT5G02940	AT5G02940.1	chloroplast envelope	GO:0009941	comp	plastid
AT5G02940	AT5G02940.1	chloroplast envelope	GO:0009941	comp	plastid
AT5G02940	AT5G02940.1	chloroplast envelope	GO:0009941	comp	chloroplast
AT5G02940	AT5G02940.1	chloroplast envelope	GO:0009941	comp	chloroplast
AT5G02940	AT5G02940.1	chloroplast envelope	GO:0009941	comp	other cytoplasmic components
AT5G02940	AT5G02940.1	chloroplast envelope	GO:0009941	comp	other cytoplasmic components
AT5G02940	AT5G02940.1	chloroplast envelope	GO:0009941	comp	other intracellular components
AT5G02940	AT5G02940.1	chloroplast envelope	GO:0009941	comp	other intracellular components
AT5G02950	AT5G02950	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02950	AT5G02950	molecular_function	GO:0003674	func	unknown molecular functions
AT5G02950	AT5G02950	biological_process	GO:0008150	proc	unknown biological processes
AT5G02960	AT5G02960.1	structural constituent of ribosome	GO:0003735	func	structural molecule activity
AT5G02960	AT5G02960.1	translation	GO:0006412	proc	protein metabolism
AT5G02960	AT5G02960.1	translation	GO:0006412	proc	other cellular processes
AT5G02960	AT5G02960.1	translation	GO:0006412	proc	other metabolic processes
AT5G02960	AT5G02960.1	cytosolic ribosome	GO:0022626	comp	cytosol
AT5G02960	AT5G02960.1	cytosolic ribosome	GO:0022626	comp	cytosol
AT5G02960	AT5G02960.1	cytosolic ribosome	GO:0022626	comp	ribosome
AT5G02960	AT5G02960.1	cytosolic ribosome	GO:0022626	comp	ribosome
AT5G02960	AT5G02960.1	cytosolic ribosome	GO:0022626	comp	other cytoplasmic components
AT5G02960	AT5G02960.1	cytosolic ribosome	GO:0022626	comp	other cytoplasmic components
AT5G02960	AT5G02960.1	cytosolic ribosome	GO:0022626	comp	other intracellular components
AT5G02960	AT5G02960.1	cytosolic ribosome	GO:0022626	comp	other intracellular components
AT5G02960	AT5G02960	ribosome	GO:0005840	comp	ribosome
AT5G02960	AT5G02960	structural constituent of ribosome	GO:0003735	func	structural molecule activity
AT5G02960	AT5G02960	translation	GO:0006412	proc	protein metabolism
AT5G02960	AT5G02960	translation	GO:0006412	proc	other cellular processes
AT5G02960	AT5G02960	translation	GO:0006412	proc	other metabolic processes
AT5G02960	AT5G02960	cytosolic ribosome	GO:0022626	comp	cytosol
AT5G02960	AT5G02960	cytosolic ribosome	GO:0022626	comp	ribosome
AT5G02960	AT5G02960	cytosolic ribosome	GO:0022626	comp	other cytoplasmic components
AT5G02960	AT5G02960	cytosolic ribosome	GO:0022626	comp	other intracellular components
AT5G02960	AT5G02960	cytosolic small ribosomal subunit	GO:0022627	comp	cytosol
AT5G02960	AT5G02960	cytosolic small ribosomal subunit	GO:0022627	comp	ribosome
AT5G02960	AT5G02960	cytosolic small ribosomal subunit	GO:0022627	comp	other cytoplasmic components
AT5G02960	AT5G02960	cytosolic small ribosomal subunit	GO:0022627	comp	other intracellular components
AT5G02970	AT5G02970	cellular_component	GO:0005575	comp	unknown cellular components
AT5G02970	AT5G02970	catalytic activity	GO:0003824	func	other enzyme activity
