AGI	object name	GO term	GO ID	Aspect	GOslim term
AT1G19370	AT1G19370.1	endomembrane system	GO:0012505	comp	other membranes
AT1G19380	AT1G19380.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19390	AT1G19390.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT1G19390	AT1G19390.1	endomembrane system	GO:0012505	comp	other membranes
AT1G19390	AT1G19390.1	kinase activity	GO:0016301	func	kinase activity
AT1G19410	AT1G19410.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19410	AT1G19410.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G19410	AT1G19410.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G19430	AT1G19430.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19430	AT1G19430.1	mitochondrion	GO:0005739	comp	mitochondria
AT1G19440	AT1G19440.1	very-long-chain fatty acid metabolism	GO:0000038	proc	other physiological processes
AT1G19440	AT1G19440.1	acyltransferase activity	GO:0008415	func	transferase activity
AT1G19440	AT1G19440.1	cuticle biosynthesis	GO:0042335	proc	other metabolic processes
AT1G19450	AT1G19450.1	sugar porter activity	GO:0005351	func	transporter activity
AT1G19450	AT1G19450.1	transport	GO:0006810	proc	transport
AT1G19450	AT1G19450.1	carbohydrate transport	GO:0008643	proc	transport
AT1G19450	AT1G19450.1	carbohydrate transporter activity	GO:0015144	func	transporter activity
AT1G19450	AT1G19450.1	membrane	GO:0016020	comp	other membranes
AT1G19460	AT1G19460.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19460	AT1G19460.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G19460	AT1G19460.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G19470	AT1G19470.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19470	AT1G19470.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G19470	AT1G19470.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G19480	AT1G19480.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G19480	AT1G19480.1	base-excision repair	GO:0006284	proc	other biological processes
AT1G19480	AT1G19480.1	chloroplast	GO:0009507	comp	chloroplast
AT1G19485	AT1G19485.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT1G19485	AT1G19485.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT1G19485	AT1G19485.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G19500	AT1G19500.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19500	AT1G19500.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G19500	AT1G19500.1	endomembrane system	GO:0012505	comp	other membranes
AT1G19510	AT1G19510.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT1G19510	AT1G19510.1	transcription factor activity	GO:0003700	func	transcription factor activity
AT1G19510	AT1G19510.1	nucleus	GO:0005634	comp	nucleus
AT1G19510	AT1G19510.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT1G19510	AT1G19510.1	chloroplast	GO:0009507	comp	chloroplast
AT1G19520	AT1G19520.1	mitochondrion	GO:0005739	comp	mitochondria
AT1G19525	AT1G19525.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19525	AT1G19525.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G19525	AT1G19525.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G19530	AT1G19530.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G19530	AT1G19530.1	N-terminal protein myristoylation	GO:0006499	proc	other physiological processes
AT1G19530	AT1G19530.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G19540	AT1G19540.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G19550	AT1G19550.1	glutathione dehydrogenase (ascorbate) activity	GO:0045174	func	other molecular functions
AT1G19570	AT1G19570.1	mitochondrion	GO:0005739	comp	mitochondria
AT1G19570	AT1G19570.1	response to jasmonic acid stimulus	GO:0009753	proc	other biological processes
AT1G19570	AT1G19570.1	response to ozone	GO:0010193	proc	other biological processes
AT1G19570	AT1G19570.1	glutathione dehydrogenase (ascorbate) activity	GO:0045174	func	other molecular functions
AT1G19580	AT1G19580.1	carbonate dehydratase activity	GO:0004089	func	other enzyme activity
AT1G19580	AT1G19580.1	photorespiration	GO:0009853	proc	other physiological processes
AT1G19580	AT1G19580.1	mitochondrial membrane	GO:0031966	comp	other intracellular components
AT1G19580	AT1G19580.1	NADH dehydrogenase complex (ubiquinone)	GO:0045279	comp	other intracellular components
AT1G19600	AT1G19600.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G19600	AT1G19600.1	kinase activity	GO:0016301	func	kinase activity
AT1G19600	AT1G19600.1	D-ribose catabolism	GO:0019303	proc	other physiological processes
AT1G19610	AT1G19610.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G19610	AT1G19610.1	defense response	GO:0006952	proc	other biological processes
AT1G19610	AT1G19610.1	endomembrane system	GO:0012505	comp	other membranes
AT1G19620	AT1G19620.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19620	AT1G19620.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G19620	AT1G19620.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G19630	AT1G19630.1	electron transport	GO:0006118	proc	electron transport or energy pathways
AT1G19630	AT1G19630.1	endomembrane system	GO:0012505	comp	other membranes
AT1G19630	AT1G19630.1	oxygen binding	GO:0019825	func	other binding
AT1G19640	JMT	cytoplasm	GO:0005737	comp	other cytoplasmic components
AT1G19640	JMT	response to wounding	GO:0009611	proc	other biological processes
AT1G19640	JMT	jasmonic acid metabolism	GO:0009694	proc	other physiological processes
AT1G19640	AT1G19640.1	jasmonic acid biosynthesis	GO:0009695	proc	response to abiotic or biotic stimulus
AT1G19640	AT1G19640.1	jasmonic acid mediated signaling pathway	GO:0009867	proc	other biological processes
AT1G19640	JMT	jasmonate O-methyltransferase activity	GO:0030795	func	transferase activity
AT1G19650	AT1G19650.1	intracellular	GO:0005622	comp	other intracellular components
AT1G19650	AT1G19650.1	transport	GO:0006810	proc	transport
AT1G19650	AT1G19650.1	phosphatidylinositol transporter activity	GO:0008526	func	transporter activity
AT1G19660	AT1G19660.2	chloroplast	GO:0009507	comp	chloroplast
AT1G19660	AT1G19660.2	response to wounding	GO:0009611	proc	other biological processes
AT1G19670	ATCLH1	response to stress	GO:0006950	proc	response to stress
AT1G19670	ATCLH1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G19670	ATCLH1	chlorophyll catabolism	GO:0015996	proc	other physiological processes
AT1G19670	ATCLH1	chlorophyllase activity	GO:0047746	func	hydrolase activity
AT1G19680	AT1G19680.1	protein binding	GO:0005515	func	protein binding
AT1G19680	AT1G19680.1	N-terminal protein myristoylation	GO:0006499	proc	other physiological processes
AT1G19680	AT1G19680.1	zinc ion binding	GO:0008270	func	other binding
AT1G19680	AT1G19680.1	chloroplast	GO:0009507	comp	chloroplast
AT1G19690	AT1G19690.1	chloroplast	GO:0009507	comp	chloroplast
AT1G19700	AT1G19700.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT1G19700	AT1G19700.1	transcription factor activity	GO:0003700	func	transcription factor activity
AT1G19700	AT1G19700.1	nucleus	GO:0005634	comp	nucleus
AT1G19700	AT1G19700.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT1G19710	AT1G19710.1	mitochondrion	GO:0005739	comp	mitochondria
AT1G19710	AT1G19710.1	biosynthesis	GO:0009058	proc	other metabolic processes
AT1G19710	AT1G19710.1	"transferase activity, transferring glycosyl groups"	GO:0016757	func	transferase activity
AT1G19715	AT1G19715.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19715	AT1G19715.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G19715	AT1G19715.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G19730	ATTRX4	cytosol	GO:0005829	comp	cytosol
AT1G19730	ATTRX4	"oxidoreductase activity, acting on sulfur group of donors, disulfide as acceptor"	GO:0016671	func	other enzyme activity
AT1G19730	AT1G19730.1	thiol-disulfide exchange intermediate activity	GO:0030508	func	other enzyme activity
AT1G19740	AT1G19740.1	ATP-dependent peptidase activity	GO:0004176	func	hydrolase activity
AT1G19740	AT1G19740.1	ATP-dependent proteolysis	GO:0006510	proc	other physiological processes
AT1G19740	AT1G19740.1	chloroplast	GO:0009507	comp	chloroplast
AT1G19750	AT1G19750.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT1G19750	AT1G19750.1	heterotrimeric G-protein complex	GO:0005834	comp	other cellular components
AT1G19770	ATPUP14	purine transporter activity	GO:0005345	func	transporter activity
AT1G19770	ATPUP14	purine transport	GO:0006863	proc	transport
AT1G19770	ATPUP14	membrane	GO:0016020	comp	other membranes
AT1G19780	AT1G19780.1	ion channel activity	GO:0005216	func	transporter activity
AT1G19780	AT1G19780.1	calmodulin binding	GO:0005516	func	protein binding
AT1G19780	AT1G19780.1	ion transport	GO:0006811	proc	transport
AT1G19780	AT1G19780.1	potassium ion transport	GO:0006813	proc	transport
AT1G19780	AT1G19780.1	chloroplast	GO:0009507	comp	chloroplast
AT1G19780	AT1G19780.1	membrane	GO:0016020	comp	other membranes
AT1G19780	AT1G19780.1	cyclic nucleotide binding	GO:0030551	func	nucleotide binding
AT1G19800	TGD1	lipid transporter activity	GO:0005319	func	transporter activity
AT1G19800	TGD1	lipid transport	GO:0006869	proc	transport
AT1G19800	TGD1	chloroplast inner membrane	GO:0009706	comp	other intracellular components
AT1G19800	TGD1	chloroplast outer membrane	GO:0009707	comp	other intracellular components
AT1G19800	TGD1	chloroplast envelope	GO:0009941	comp	other intracellular components
AT1G19830	AT1G19830.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G19830	AT1G19830.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G19830	AT1G19830.1	response to auxin stimulus	GO:0009733	proc	other biological processes
AT1G19835	AT1G19835.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19835	AT1G19835.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G19835	AT1G19835.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G19850	AT1G19850.1	transcription factor activity	GO:0003700	func	transcription factor activity
AT1G19850	MP	nucleus	GO:0005634	comp	nucleus
AT1G19850	MP	response to auxin stimulus	GO:0009733	proc	other biological processes
AT1G19850	MP	longitudinal axis specification	GO:0009942	proc	other biological processes
AT1G19850	MP	vascular tissue pattern formation (sensu Tracheophyta)	GO:0010051	proc	developmental processes
AT1G19860	AT1G19860.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19860	AT1G19860.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT1G19860	AT1G19860.1	mitochondrion	GO:0005739	comp	mitochondria
AT1G19870	AT1G19870.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19870	AT1G19870.1	calmodulin binding	GO:0005516	func	protein binding
AT1G19870	AT1G19870.1	chloroplast	GO:0009507	comp	chloroplast
AT1G19880	AT1G19880.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19880	AT1G19880.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G19880	AT1G19880.1	Ran GTPase binding	GO:0008536	func	protein binding
AT1G19890	AT1G19890.1	nucleosome	GO:0000786	comp	other intracellular components
AT1G19890	AT1G19890.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT1G19890	AT1G19890.1	nucleus	GO:0005634	comp	nucleus
AT1G19890	AT1G19890.1	nucleosome assembly	GO:0006334	proc	cell organization and biogenesis
AT1G19890	AT1G19890.1	chromosome organization and biogenesis (sensu Eukaryota)	GO:0007001	proc	cell organization and biogenesis
AT1G19890	AT1G19890.1	chloroplast	GO:0009507	comp	chloroplast
AT1G19900	AT1G19900.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19900	AT1G19900.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G19900	AT1G19900.1	endomembrane system	GO:0012505	comp	other membranes
AT1G19910	AVA-P2	hydrogen-transporting ATPase V0 domain	GO:0000220	comp	other intracellular components
AT1G19910	AT1G19910.1	ATP synthesis coupled proton transport	GO:0015986	proc	electron transport or energy pathways
AT1G19910	AT1G19910.1	ATPase activity	GO:0016887	func	hydrolase activity
AT1G19910	AVA-P2	"hydrogen-transporting ATPase activity, rotational mechanism"	GO:0046961	func	transporter activity
AT1G19920	APS2	sulfate assimilation	GO:0000103	proc	other physiological processes
AT1G19920	APS2	sulfate adenylyltransferase (ATP) activity	GO:0004781	func	transferase activity
AT1G19920	APS2	chloroplast	GO:0009507	comp	chloroplast
AT1G19930	AT1G19930.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G19940	AT1G19940.1	"hydrolase activity, hydrolyzing O-glycosyl compounds"	GO:0004553	func	hydrolase activity
AT1G19940	AT1G19940.1	carbohydrate metabolism	GO:0005975	proc	other metabolic processes
AT1G19940	AT1G19940.1	endomembrane system	GO:0012505	comp	other membranes
AT1G19950	AT1G19950.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19950	AT1G19950.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G19950	AT1G19950.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G19960	AT1G19960.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19960	AT1G19960.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G19960	AT1G19960.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G19970	AT1G19970.1	receptor activity	GO:0004872	func	receptor binding or activity
AT1G19970	AT1G19970.1	protein transport	GO:0015031	proc	other physiological processes
AT1G19970	AT1G19970.1	integral to membrane	GO:0016021	comp	other cellular components
AT1G19980	AT1G19980.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G19980	AT1G19980.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20010	TUB5	structural constituent of cytoskeleton	GO:0005200	func	structural molecule activity
AT1G20010	TUB5	microtubule-based process	GO:0007017	proc	cell organization and biogenesis
AT1G20010	TUB5	tubulin	GO:0045298	comp	other intracellular components
AT1G20020	AT1G20020.1	NADPH dehydrogenase activity	GO:0003959	func	other enzyme activity
AT1G20020	AT1G20020.1	electron transport	GO:0006118	proc	electron transport or energy pathways
AT1G20020	AT1G20020.1	thylakoid membrane (sensu Viridiplantae)	GO:0009535	comp	other intracellular components
AT1G20020	AT1G20020.1	chloroplast stroma	GO:0009570	comp	other intracellular components
AT1G20020	AT1G20020.1	oxidoreductase activity	GO:0016491	func	other enzyme activity
AT1G20030	AT1G20030.2	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20030	AT1G20030.1	anchored to membrane	GO:0031225	comp	other cellular components
AT1G20030	AT1G20030.2	response to other organism	GO:0051707	proc	response to abiotic or biotic stimulus
AT1G20050	HYD1	C-8 sterol isomerase activity	GO:0000247	func	other enzyme activity
AT1G20050	AT1G20050.1	endoplasmic reticulum	GO:0005783	comp	ER
AT1G20050	AT1G20050.1	integral to membrane	GO:0016021	comp	other cellular components
AT1G20050	HYD1	sterol biosynthesis	GO:0016126	proc	other physiological processes
AT1G20070	AT1G20070.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G20070	AT1G20070.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20070	AT1G20070.1	chloroplast	GO:0009507	comp	chloroplast
AT1G20080	AT1G20080.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G20080	AT1G20080.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20080	AT1G20080.1	endomembrane system	GO:0012505	comp	other membranes
AT1G20090	AT1G20090.1	microtubule cytoskeleton organization and biogenesis	GO:0000226	proc	cell organization and biogenesis
AT1G20090	AT1G20090.1	cell morphogenesis	GO:0000902	proc	cell organization and biogenesis
AT1G20090	AT1G20090.1	GTP binding	GO:0005525	func	nucleotide binding
AT1G20090	AT1G20090.1	nucleus	GO:0005634	comp	nucleus
AT1G20090	AT1G20090.1	nucleolus	GO:0005730	comp	other intracellular components
AT1G20090	AT1G20090.1	cytoplasm	GO:0005737	comp	other cytoplasmic components
AT1G20090	AT1G20090.1	pollen tube growth	GO:0009860	proc	cell organization and biogenesis
AT1G20100	AT1G20100.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G20100	AT1G20100.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20100	AT1G20100.1	mitochondrion	GO:0005739	comp	mitochondria
AT1G20110	AT1G20110.1	zinc ion binding	GO:0008270	func	other binding
AT1G20120	AT1G20120.1	lipid metabolism	GO:0006629	proc	other metabolic processes
AT1G20120	AT1G20120.1	endomembrane system	GO:0012505	comp	other membranes
AT1G20120	AT1G20120.1	lipase activity	GO:0016298	func	hydrolase activity
AT1G20120	AT1G20120.1	carboxylic ester hydrolase activity	GO:0016789	func	hydrolase activity
AT1G20130	AT1G20130.1	lipid metabolism	GO:0006629	proc	other metabolic processes
AT1G20130	AT1G20130.1	chloroplast	GO:0009507	comp	chloroplast
AT1G20130	AT1G20130.1	lipase activity	GO:0016298	func	hydrolase activity
AT1G20140	AT1G20140.1	ubiquitin-protein ligase activity	GO:0004842	func	other enzyme activity
AT1G20140	AT1G20140.1	nucleus	GO:0005634	comp	nucleus
AT1G20140	AT1G20140.1	nucleolus	GO:0005730	comp	other intracellular components
AT1G20140	AT1G20140.1	cytoplasm	GO:0005737	comp	other cytoplasmic components
AT1G20140	AT1G20140.1	ubiquitin-dependent protein catabolism	GO:0006511	proc	other physiological processes
AT1G20140	AT1G20140.1	SCF ubiquitin ligase complex	GO:0019005	comp	other intracellular components
AT1G20150	AT1G20150.1	subtilase activity	GO:0004289	func	hydrolase activity
AT1G20150	AT1G20150.1	proteolysis	GO:0006508	proc	other physiological processes
AT1G20150	AT1G20150.1	endomembrane system	GO:0012505	comp	other membranes
AT1G20160	AT1G20160.2	subtilase activity	GO:0004289	func	hydrolase activity
AT1G20160	AT1G20160.2	mitochondrion	GO:0005739	comp	mitochondria
AT1G20160	AT1G20160.2	proteolysis	GO:0006508	proc	other physiological processes
AT1G20160	AT1G20160.1	endomembrane system	GO:0012505	comp	other membranes
AT1G20180	AT1G20180.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G20180	AT1G20180.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20190	AT1G20190.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20190	AT1G20190.1	extracellular region	GO:0005576	comp	extracellular
AT1G20190	AT1G20190.1	unidimensional cell growth	GO:0009826	proc	cell organization and biogenesis
AT1G20190	AT1G20190.1	cell wall loosening (sensu Magnoliophyta)	GO:0009828	proc	cell organization and biogenesis
AT1G20190	AT1G20190.1	cell wall modification during multidimensional cell growth (sensu Magnoliophyta)	GO:0009831	proc	cell organization and biogenesis
AT1G20190	AT1G20190.1	endomembrane system	GO:0012505	comp	other membranes
AT1G20200	AT1G20200.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20200	AT1G20200.1	ubiquitin-dependent protein catabolism	GO:0006511	proc	other physiological processes
AT1G20200	AT1G20200.1	"proteasome regulatory particle, lid subcomplex (sensu Eukaryota)"	GO:0008541	comp	other intracellular components
AT1G20200	AT1G20200.1	embryonic development (sensu Magnoliophyta)	GO:0009793	proc	other biological processes
AT1G20220	AT1G20220.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G20220	AT1G20220.1	cell wall (sensu Magnoliophyta)	GO:0009505	comp	cell wall
AT1G20230	AT1G20230.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G20230	AT1G20230.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20230	AT1G20230.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G20260	AT1G20260.2	ATP binding	GO:0005524	func	nucleotide binding
AT1G20260	AT1G20260.2	cytoplasm	GO:0005737	comp	other cytoplasmic components
AT1G20260	AT1G20260.2	ATP biosynthesis	GO:0006754	proc	other physiological processes
AT1G20260	AT1G20260.2	"hydrogen-exporting ATPase activity, phosphorylative mechanism"	GO:0008553	func	transporter activity
AT1G20260	AT1G20260.2	ATP synthesis coupled proton transport	GO:0015986	proc	electron transport or energy pathways
AT1G20260	AT1G20260.2	"energy coupled proton transport, against electrochemical gradient"	GO:0015988	proc	transport
AT1G20260	AT1G20260.2	hydrogen-transporting two-sector ATPase complex	GO:0016469	comp	other cellular components
AT1G20260	AT1G20260.2	"hydrogen-transporting ATP synthase activity, rotational mechanism"	GO:0046933	func	transporter activity
AT1G20260	AT1G20260.2	"hydrogen-transporting ATPase activity, rotational mechanism"	GO:0046961	func	transporter activity
AT1G20270	AT1G20270.1	mitochondrion	GO:0005739	comp	mitochondria
AT1G20270	AT1G20270.1	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors"	GO:0016706	func	other enzyme activity
AT1G20270	AT1G20270.1	peptidyl-proline hydroxylation to 4-hydroxy-L-proline	GO:0018401	proc	other physiological processes
AT1G20280	AT1G20280.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G20280	AT1G20280.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20280	AT1G20280.1	chloroplast	GO:0009507	comp	chloroplast
AT1G20290	AT1G20290.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G20300	AT1G20300.1	mitochondrion	GO:0005739	comp	mitochondria
AT1G20310	AT1G20310.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G20310	AT1G20310.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20310	AT1G20310.1	chloroplast	GO:0009507	comp	chloroplast
AT1G20330	SMT2	endoplasmic reticulum	GO:0005783	comp	ER
AT1G20330	SMT2	pattern specification	GO:0007389	proc	developmental processes
AT1G20330	SMT2	S-adenosylmethionine-dependent methyltransferase activity	GO:0008757	func	transferase activity
AT1G20330	SMT2	multidimensional cell growth	GO:0009825	proc	cell organization and biogenesis
AT1G20330	SMT2	vascular tissue pattern formation (sensu Tracheophyta)	GO:0010051	proc	developmental processes
AT1G20330	SMT2	sterol biosynthesis	GO:0016126	proc	other physiological processes
AT1G20330	SMT2	DNA endoreduplication	GO:0042023	proc	DNA or RNA metabolism
AT1G20340	AT1G20340.1	copper ion binding	GO:0005507	func	other binding
AT1G20340	AT1G20340.1	electron transport	GO:0006118	proc	electron transport or energy pathways
AT1G20340	AT1G20340.1	electron carrier activity	GO:0009055	func	other enzyme activity
AT1G20340	DRT112	response to UV	GO:0009411	proc	response to abiotic or biotic stimulus
AT1G20340	AT1G20340.1	thylakoid lumen (sensu Viridiplantae)	GO:0009543	comp	other intracellular components
AT1G20340	DRT112	response to chemical stimulus	GO:0042221	proc	other biological processes
AT1G20350	ATTIM17-1	mitochondrial inner membrane presequence translocase complex	GO:0005744	comp	other intracellular components
AT1G20350	AT1G20350.1	protein transport	GO:0015031	proc	other physiological processes
AT1G20350	AT1G20350.1	protein translocase activity	GO:0015450	func	transporter activity
AT1G20370	AT1G20370.1	tRNA processing	GO:0008033	proc	other physiological processes
AT1G20370	AT1G20370.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G20370	AT1G20370.1	tRNA-pseudouridine synthase activity	GO:0016439	func	other enzyme activity
AT1G20380	AT1G20380.1	prolyl oligopeptidase activity	GO:0004287	func	hydrolase activity
AT1G20380	AT1G20380.1	proteolysis	GO:0006508	proc	other physiological processes
AT1G20380	AT1G20380.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G20390	AT1G20390.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT1G20390	AT1G20390.1	DNA recombination	GO:0006310	proc	DNA or RNA metabolism
AT1G20400	AT1G20400.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G20400	AT1G20400.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20400	AT1G20400.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G20410	AT1G20410.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G20410	AT1G20410.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20410	AT1G20410.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G20430	AT1G20430.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G20430	AT1G20430.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20430	AT1G20430.1	mitochondrion	GO:0005739	comp	mitochondria
AT1G20440	COR47	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20440	AT1G20440.1	response to stress	GO:0006950	proc	response to stress
AT1G20440	COR47	response to osmotic stress	GO:0006970	proc	response to abiotic or biotic stimulus
AT1G20440	COR47	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G20440	COR47	response to cold	GO:0009409	proc	response to abiotic or biotic stimulus
AT1G20440	COR47	response to water deprivation	GO:0009414	proc	response to abiotic or biotic stimulus
AT1G20440	AT1G20440.1	response to water	GO:0009415	proc	response to abiotic or biotic stimulus
AT1G20440	COR47	cold acclimation	GO:0009631	proc	response to abiotic or biotic stimulus
AT1G20440	COR47	response to abscisic acid stimulus	GO:0009737	proc	other biological processes
AT1G20450	LTI29	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20450	LTI29	nucleus	GO:0005634	comp	nucleus
AT1G20450	LTI29	cytoplasm	GO:0005737	comp	other cytoplasmic components
AT1G20450	AT1G20450.2	response to stress	GO:0006950	proc	response to stress
AT1G20450	LTI29	response to cold	GO:0009409	proc	response to abiotic or biotic stimulus
AT1G20450	LTI29	response to water deprivation	GO:0009414	proc	response to abiotic or biotic stimulus
AT1G20450	AT1G20450.2	response to water	GO:0009415	proc	response to abiotic or biotic stimulus
AT1G20450	LTI29	cold acclimation	GO:0009631	proc	response to abiotic or biotic stimulus
AT1G20450	LTI29	response to abscisic acid stimulus	GO:0009737	proc	other biological processes
AT1G20450	LTI29	membrane	GO:0016020	comp	other membranes
AT1G20480	AT1G20480.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G20480	AT1G20480.1	phenylpropanoid metabolism	GO:0009698	proc	other physiological processes
AT1G20480	AT1G20480.1	4-coumarate-CoA ligase activity	GO:0016207	func	other enzyme activity
AT1G20490	AT1G20490.1	phenylpropanoid metabolism	GO:0009698	proc	other physiological processes
AT1G20490	AT1G20490.1	4-coumarate-CoA ligase activity	GO:0016207	func	other enzyme activity
AT1G20510	AT1G20510.2	chloroplast	GO:0009507	comp	chloroplast
AT1G20510	AT1G20510.2	phenylpropanoid metabolism	GO:0009698	proc	other physiological processes
AT1G20510	AT1G20510.2	4-coumarate-CoA ligase activity	GO:0016207	func	other enzyme activity
AT1G20520	AT1G20520.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G20520	AT1G20520.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20520	AT1G20520.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G20530	AT1G20530.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20530	AT1G20530.1	N-terminal protein myristoylation	GO:0006499	proc	other physiological processes
AT1G20530	AT1G20530.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G20540	AT1G20540.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G20540	AT1G20540.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT1G20540	AT1G20540.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT1G20550	AT1G20550.1	biological process unknown	GO:0000004	proc	biological process unknown
AT1G20550	AT1G20550.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT1G20550	AT1G20550.1	mitochondrion	GO:0005739	comp	mitochondria
