Transcript	SoyDB
Glyma10g03720.1	AUX-IAA
Glyma10g03720.2	AUX-IAA
Glyma10g04610.1	AUX-IAA
Glyma10g27880.1	AUX-IAA
Glyma10g30440.1	AUX-IAA
Glyma10g30440.2	AUX-IAA
Glyma10g30440.3	AUX-IAA
Glyma10g32330.1	AUX-IAA
Glyma10g32340.1	AUX-IAA
Glyma10g41640.1	AUX-IAA
Glyma13g17750.1	AUX-IAA
Glyma13g17750.2	AUX-IAA
Glyma13g18910.1	AUX-IAA
Glyma13g22750.1	AUX-IAA
Glyma13g43050.1	AUX-IAA
Glyma13g43050.2	AUX-IAA
Glyma13g43310.1	AUX-IAA
Glyma13g43780.1	AUX-IAA
Glyma13g43800.1	AUX-IAA
Glyma14g36390.1	AUX-IAA
Glyma14g36390.2	AUX-IAA
Glyma14g36390.3	AUX-IAA
Glyma15g01550.1	AUX-IAA
Glyma15g01550.2	AUX-IAA
Glyma15g01550.3	AUX-IAA
Glyma15g01550.4	AUX-IAA
Glyma15g01550.5	AUX-IAA
Glyma15g01550.6	AUX-IAA
Glyma15g01560.1	AUX-IAA
Glyma15g02040.1	AUX-IAA
Glyma15g02040.2	AUX-IAA
Glyma15g02040.3	AUX-IAA
Glyma15g02040.4	AUX-IAA
Glyma15g02350.1	AUX-IAA
Glyma15g02350.2	AUX-IAA
Glyma17g04760.1	AUX-IAA
Glyma17g04760.2	AUX-IAA
Glyma17g12080.1	AUX-IAA
Glyma19g34370.1	AUX-IAA
Glyma19g34370.2	AUX-IAA
Glyma19g34370.3	AUX-IAA
Glyma19g34380.1	AUX-IAA
Glyma19g35180.1	AUX-IAA
Glyma19g35180.2	AUX-IAA
Glyma19g35180.3	AUX-IAA
Glyma19g35180.4	AUX-IAA
Glyma19g40970.1	AUX-IAA
Glyma19g40970.2	AUX-IAA
Glyma19g43450.1	AUX-IAA
Glyma20g25580.1	AUX-IAA
Glyma20g35270.1	AUX-IAA
Glyma20g35280.1	AUX-IAA
Glyma20g36790.1	AUX-IAA
Glyma04g02860.1	ND
Glyma05g26790.1	ND
Glyma05g38430.1	ND
Glyma05g38430.2	ND
Glyma05g38430.3	ND
Glyma06g02880.1	ND
Glyma06g02880.2	ND
Glyma07g12150.1	ND
Glyma07g12150.2	ND
Glyma07g12150.3	ND
Glyma07g12160.1	ND
Glyma07g12160.2	ND
Glyma07g12160.3	ND
Glyma08g01240.1	ND
Glyma08g01240.2	ND
Glyma08g09780.1	ND
Glyma09g30040.1	ND
Glyma09g30040.2	ND
Glyma09g30040.3	ND
Glyma09g30050.1	ND
Glyma09g30050.2	ND
Glyma04g26850.1	BES1
Glyma01g35500.1	ND
Glyma01g38450.1	ND
Glyma04g03610.1	ND
Glyma06g03700.1	ND
Glyma07g11100.1	ND
Glyma09g35070.1	ND
Glyma09g39610.1	ND
Glyma09g39610.3	ND
Glyma11g06870.1	ND
Glyma12g36050.1	ND
Glyma12g36060.1	ND
Glyma13g34170.1	ND
Glyma13g34180.1	ND
Glyma13g34180.2	ND
Glyma13g34180.3	ND
Glyma14g08320.1	ND
Glyma14g15310.1	ND
Glyma17g36730.1	ND
Glyma18g46630.1	ND
Glyma19g03790.1	ND
Glyma0041s00210.1	bHLH
Glyma01g02250.1	bHLH
Glyma01g02390.1	bHLH
Glyma01g02390.2	bHLH
Glyma01g02930.1	bHLH
Glyma01g04610.1	bHLH
Glyma01g04610.2	bHLH
Glyma01g05310.1	bHLH
Glyma01g09010.1	bHLH
Glyma01g09010.2	bHLH
Glyma01g09010.3	bHLH
Glyma01g09010.4	bHLH
Glyma01g09400.1	bHLH
Glyma01g12740.1	bHLH
Glyma01g15930.1	bHLH
Glyma01g22530.1	bHLH
Glyma01g23230.1	bHLH
Glyma01g30660.1	bHLH
Glyma01g39360.1	bHLH
Glyma01g39450.1	bHLH
Glyma01g40600.1	bHLH
Glyma01g40610.1	bHLH
Glyma01g40620.1	bHLH
Glyma02g00290.1	bHLH
Glyma02g00980.1	bHLH
Glyma02g02250.1	bHLH
Glyma02g02930.1	bHLH
Glyma02g02940.1	bHLH
Glyma02g04650.1	bHLH
Glyma02g09670.1	bHLH
Glyma02g10420.1	bHLH
Glyma02g11190.1	bHLH
Glyma02g11490.1	bHLH
Glyma02g11500.1	bHLH
Glyma02g13670.1	bHLH
Glyma02g13670.2	bHLH
Glyma02g13860.1	bHLH
Glyma02g13860.2	bHLH
Glyma02g13860.3	bHLH
Glyma02g14290.1	bHLH
Glyma02g15520.1	bHLH
Glyma02g15520.2	bHLH
Glyma02g15520.3	bHLH
Glyma02g15780.1	bHLH
Glyma02g16110.1	bHLH
Glyma02g16670.1	bHLH
Glyma02g18900.1	bHLH
Glyma02g23590.1	bHLH
Glyma02g29830.1	bHLH
Glyma02g36380.1	bHLH
Glyma02g37310.1	bHLH
Glyma02g37720.1	bHLH
Glyma02g38240.1	bHLH
Glyma02g41370.1	bHLH
Glyma02g42570.1	bHLH
Glyma02g45150.1	bHLH
Glyma02g45150.2	bHLH
Glyma03g04000.1	bHLH
Glyma03g06800.1	bHLH
Glyma03g21770.1	bHLH
Glyma03g25100.1	bHLH
Glyma03g25280.1	bHLH
Glyma03g25280.2	bHLH
Glyma03g28150.1	bHLH
Glyma03g28610.1	bHLH
Glyma03g28630.1	bHLH
Glyma03g29710.1	bHLH
Glyma03g29710.2	bHLH
Glyma03g29710.3	bHLH
Glyma03g29710.4	bHLH
Glyma03g29750.1	bHLH
Glyma03g29750.2	bHLH
Glyma03g29750.3	bHLH
Glyma03g30940.1	bHLH
Glyma03g31510.1	bHLH
Glyma03g31880.1	bHLH
Glyma03g32740.1	bHLH
Glyma03g38390.1	bHLH
Glyma03g38670.1	bHLH
Glyma03g39990.1	bHLH
Glyma03g39990.2	bHLH
Glyma04g01400.1	bHLH
Glyma04g01400.2	bHLH
Glyma04g01400.3	bHLH
Glyma04g04190.1	bHLH
Glyma04g04800.1	bHLH
Glyma04g05090.1	bHLH
Glyma04g09580.1	bHLH
Glyma04g10630.1	bHLH
Glyma04g34080.1	bHLH
Glyma04g34660.1	bHLH
Glyma04g34660.2	bHLH
Glyma04g35380.1	bHLH
Glyma04g37690.1	bHLH
Glyma04g37750.1	bHLH
Glyma04g39210.1	bHLH
Glyma04g41710.1	bHLH
Glyma05g01150.1	bHLH
Glyma05g01590.1	bHLH
Glyma05g02110.1	bHLH
Glyma05g07490.1	bHLH
Glyma05g19380.1	bHLH
Glyma05g19920.1	bHLH
Glyma05g23290.1	bHLH
Glyma05g23330.1	bHLH
Glyma05g23530.1	bHLH
Glyma05g26490.1	bHLH
Glyma05g32410.1	bHLH
Glyma05g35060.1	bHLH
Glyma05g35610.1	bHLH
Glyma05g37770.1	bHLH
Glyma05g37770.2	bHLH
Glyma05g38450.1	bHLH
Glyma05g38450.2	bHLH
Glyma05g38530.1	bHLH
Glyma06g01430.1	bHLH
Glyma06g01430.2	bHLH
Glyma06g04380.1	bHLH
Glyma06g04880.1	bHLH
Glyma06g05180.1	bHLH
Glyma06g09670.1	bHLH
Glyma06g10470.1	bHLH
Glyma06g13080.1	bHLH
Glyma06g15730.1	bHLH
Glyma06g17330.1	bHLH
Glyma06g17420.1	bHLH
Glyma06g19490.1	bHLH
Glyma06g20000.1	bHLH
Glyma06g20400.1	bHLH
Glyma06g35330.1	bHLH
Glyma06g40760.1	bHLH
Glyma06g41620.1	bHLH
Glyma06g43560.1	bHLH
Glyma06g44660.1	bHLH
Glyma0732s00200.1	bHLH
Glyma07g01610.1	bHLH
Glyma07g02120.1	bHLH
Glyma07g02120.2	bHLH
Glyma07g02120.3	bHLH
Glyma07g03050.1	bHLH
Glyma07g03060.1	bHLH
Glyma07g03100.1	bHLH
Glyma07g05500.1	bHLH
Glyma07g05740.1	bHLH
Glyma07g06090.1	bHLH
Glyma07g09180.1	bHLH
Glyma07g09180.2	bHLH
Glyma07g09180.3	bHLH
Glyma07g10310.1	bHLH
Glyma07g13410.1	bHLH
Glyma07g13420.1	bHLH
Glyma07g13500.1	bHLH
Glyma07g14500.1	bHLH
Glyma07g18650.1	bHLH
Glyma07g26910.1	bHLH
Glyma07g30420.1	bHLH
Glyma07g30730.1	bHLH
Glyma07g31710.1	bHLH
Glyma07g32690.1	bHLH
Glyma07g32980.1	bHLH
Glyma08g01110.1	bHLH
Glyma08g01210.1	bHLH
Glyma08g01810.1	bHLH
Glyma08g04110.1	bHLH
Glyma08g04110.2	bHLH
Glyma08g04110.3	bHLH
Glyma08g04660.1	bHLH
Glyma08g06830.1	bHLH
Glyma08g09420.1	bHLH
Glyma08g15740.1	bHLH
Glyma08g15740.2	bHLH
Glyma08g16190.1	bHLH
Glyma08g16570.1	bHLH
Glyma08g17730.1	bHLH
Glyma08g17740.1	bHLH
Glyma08g21130.1	bHLH
Glyma08g21770.1	bHLH
Glyma08g21770.2	bHLH
Glyma08g23020.1	bHLH
Glyma08g23050.1	bHLH
Glyma08g23060.1	bHLH
Glyma08g26110.1	bHLH
Glyma08g28010.1	bHLH
Glyma08g36590.1	bHLH
Glyma08g36720.1	bHLH
Glyma08g37240.1	bHLH
Glyma08g39470.1	bHLH
Glyma08g40540.1	bHLH
Glyma08g41000.1	bHLH
Glyma08g41620.1	bHLH
Glyma08g46040.1	bHLH
Glyma09g06770.1	bHLH
Glyma09g07390.1	bHLH
Glyma09g14380.1	bHLH
Glyma09g14380.2	bHLH
Glyma09g27610.1	bHLH
Glyma09g27610.2	bHLH
Glyma09g27610.3	bHLH
Glyma09g27630.1	bHLH
Glyma09g27630.2	bHLH
Glyma09g27630.3	bHLH
Glyma09g31580.1	bHLH
Glyma09g33590.1	bHLH
Glyma09g33590.2	bHLH
Glyma09g33730.1	bHLH
Glyma09g37370.1	bHLH
Glyma10g01010.1	bHLH
Glyma10g01010.2	bHLH
Glyma10g03690.1	bHLH
Glyma10g03950.1	bHLH
Glyma10g04090.1	bHLH
Glyma10g04890.1	bHLH
Glyma10g12150.1	bHLH
Glyma10g12210.1	bHLH
Glyma10g27910.1	bHLH
Glyma10g28290.1	bHLH
Glyma10g28290.2	bHLH
Glyma10g29760.1	bHLH
Glyma10g30430.1	bHLH
Glyma10g30430.2	bHLH
Glyma10g31690.1	bHLH
Glyma10g34910.1	bHLH
Glyma10g38620.1	bHLH
Glyma10g38630.1	bHLH
Glyma10g40360.1	bHLH
Glyma10g40710.1	bHLH
Glyma10g40710.2	bHLH
Glyma10g42830.1	bHLH
Glyma11g04680.1	bHLH
Glyma11g04690.1	bHLH
Glyma11g05810.1	bHLH
Glyma11g05920.1	bHLH
Glyma11g12450.1	bHLH
Glyma11g12450.2	bHLH
Glyma11g13960.1	bHLH
Glyma11g13960.2	bHLH
Glyma11g13960.3	bHLH
Glyma11g13960.4	bHLH
Glyma11g16730.1	bHLH
Glyma11g17120.1	bHLH
Glyma11g19850.1	bHLH
Glyma11g33840.1	bHLH
Glyma11g35480.1	bHLH
Glyma12g02740.1	bHLH
Glyma12g04670.1	bHLH
Glyma12g04670.2	bHLH
Glyma12g04670.3	bHLH
Glyma12g04670.4	bHLH
Glyma12g05930.1	bHLH
Glyma12g08640.1	bHLH
Glyma12g12880.1	bHLH
Glyma12g14400.1	bHLH
Glyma12g16560.1	bHLH
Glyma12g16560.3	bHLH
Glyma12g17630.1	bHLH
Glyma12g30240.1	bHLH
Glyma12g32280.1	bHLH
Glyma12g32310.1	bHLH
Glyma12g33260.1	bHLH
Glyma12g34300.1	bHLH
Glyma12g34490.1	bHLH
Glyma12g36750.1	bHLH
Glyma13g00480.1	bHLH
Glyma13g05280.1	bHLH
Glyma13g08740.1	bHLH
Glyma13g16480.1	bHLH
Glyma13g18130.1	bHLH
Glyma13g19250.1	bHLH
Glyma13g24730.1	bHLH
Glyma13g27460.1	bHLH
Glyma13g27880.1	bHLH
Glyma13g32320.1	bHLH
Glyma13g32370.1	bHLH
Glyma13g32470.1	bHLH
Glyma13g32650.1	bHLH
Glyma13g32650.2	bHLH
Glyma13g36010.1	bHLH
Glyma13g36260.1	bHLH
Glyma13g36740.1	bHLH
Glyma13g37200.1	bHLH
Glyma13g38140.1	bHLH
Glyma13g39650.1	bHLH
Glyma13g39650.2	bHLH
Glyma13g41670.1	bHLH
Glyma13g42900.1	bHLH
Glyma13g44570.1	bHLH
Glyma14g03600.1	bHLH
Glyma14g06330.1	bHLH
Glyma14g07590.1	bHLH
Glyma14g09230.1	bHLH
Glyma14g09770.1	bHLH
Glyma14g10180.1	bHLH
Glyma14g11790.1	bHLH
Glyma14g13500.1	bHLH
Glyma14g17900.1	bHLH
Glyma14g31390.1	bHLH
Glyma14g35560.1	bHLH
Glyma14g36010.1	bHLH
Glyma14g36370.1	bHLH
Glyma15g00730.1	bHLH
Glyma15g00730.2	bHLH
Glyma15g00750.1	bHLH
Glyma15g01380.1	bHLH
Glyma15g02020.1	bHLH
Glyma15g02530.1	bHLH
Glyma15g03740.1	bHLH
Glyma15g03740.2	bHLH
Glyma15g06680.1	bHLH
Glyma15g06680.2	bHLH
Glyma15g06680.3	bHLH
Glyma15g06860.1	bHLH
Glyma15g06950.1	bHLH
Glyma15g06960.1	bHLH
Glyma15g07010.1	bHLH
Glyma15g08140.1	bHLH
Glyma15g11130.1	bHLH
Glyma15g18070.1	bHLH
Glyma15g18070.2	bHLH
Glyma15g18580.1	bHLH
Glyma15g29630.1	bHLH
Glyma15g29630.2	bHLH
Glyma15g33020.1	bHLH
Glyma15g41400.1	bHLH
Glyma15g42680.1	bHLH
Glyma16g02020.1	bHLH
Glyma16g02320.1	bHLH
Glyma16g02690.1	bHLH
Glyma16g05390.1	bHLH
Glyma16g05390.2	bHLH
Glyma16g10620.1	bHLH
Glyma16g12110.1	bHLH
Glyma16g24660.1	bHLH
Glyma16g26290.1	bHLH
Glyma16g32610.1	bHLH
Glyma16g32610.2	bHLH
Glyma16g32620.1	bHLH
Glyma17g06190.1	bHLH
Glyma17g06610.1	bHLH
Glyma17g06610.2	bHLH
Glyma17g08300.1	bHLH
Glyma17g08980.1	bHLH
Glyma17g09810.1	bHLH
Glyma17g10290.1	bHLH
Glyma17g10740.1	bHLH
Glyma17g10740.3	bHLH
Glyma17g16720.1	bHLH
Glyma17g16730.1	bHLH
Glyma17g16740.1	bHLH
Glyma17g19500.1	bHLH
Glyma17g19830.1	bHLH
Glyma17g34010.1	bHLH
Glyma17g35420.1	bHLH
Glyma17g35950.1	bHLH
Glyma18g02940.1	bHLH
Glyma18g04420.1	bHLH
Glyma18g14530.1	bHLH
Glyma18g15920.1	bHLH
Glyma18g19110.1	bHLH
Glyma18g32560.1	bHLH
Glyma18g49320.1	bHLH
Glyma18g51080.1	bHLH
Glyma19g02510.1	bHLH
Glyma19g27480.1	bHLH
Glyma19g30910.1	bHLH
Glyma19g31350.1	bHLH
Glyma19g31360.1	bHLH
Glyma19g32570.1	bHLH
Glyma19g32600.1	bHLH
Glyma19g32600.2	bHLH
Glyma19g33770.1	bHLH
Glyma19g34360.1	bHLH
Glyma19g34620.1	bHLH
Glyma19g40980.1	bHLH
Glyma19g42520.1	bHLH
Glyma19g44570.1	bHLH
Glyma20g22010.1	bHLH
Glyma20g22280.1	bHLH
Glyma20g24170.1	bHLH
Glyma20g26630.1	bHLH
Glyma20g26980.1	bHLH
Glyma20g26990.1	bHLH
Glyma20g29120.1	bHLH
Glyma20g29120.2	bHLH
Glyma20g29130.1	bHLH
Glyma20g32660.1	bHLH
Glyma20g35920.1	bHLH
Glyma20g36770.1	bHLH
Glyma20g36770.2	bHLH
Glyma20g37550.1	bHLH
Glyma20g39220.1	bHLH
Glyma01g01740.1	bZIP
Glyma01g09510.1	bZIP
Glyma01g21020.1	bZIP
Glyma01g38380.1	bZIP
Glyma01g40370.1	bZIP
Glyma02g01600.1	bZIP
Glyma02g05100.1	bZIP
Glyma02g06550.1	bZIP
Glyma02g09140.1	bZIP
Glyma02g13960.1	bZIP
Glyma02g14880.1	bZIP
Glyma02g14880.2	bZIP
Glyma02g19870.1	bZIP
Glyma02g40270.1	bZIP
Glyma03g00580.1	bZIP
Glyma03g15560.1	bZIP
Glyma03g18990.1	bZIP
Glyma03g28320.1	bZIP
Glyma03g28320.2	bZIP
Glyma03g28400.1	bZIP
Glyma03g29820.1	bZIP
Glyma03g37790.1	bZIP
Glyma03g40730.1	bZIP
Glyma03g41590.1	bZIP
Glyma03g41590.2	bZIP
Glyma03g41590.3	bZIP
Glyma03g41590.4	bZIP
Glyma04g01210.1	bZIP
Glyma04g02420.1	bZIP
Glyma04g02850.1	bZIP
Glyma04g02850.2	bZIP
Glyma04g03200.1	bZIP
Glyma04g04170.1	bZIP
Glyma04g05030.1	bZIP
Glyma04g08290.1	bZIP
Glyma04g08290.2	bZIP
Glyma04g14840.1	bZIP
Glyma04g40010.1	bZIP
Glyma05g07530.1	bZIP
Glyma05g13890.1	bZIP
Glyma05g22860.1	bZIP
Glyma05g25200.1	bZIP
Glyma05g25200.2	bZIP
Glyma05g28960.1	bZIP
Glyma05g30170.1	bZIP
Glyma05g31620.1	bZIP
Glyma06g01240.1	bZIP
Glyma06g02470.1	bZIP
Glyma06g03250.1	bZIP
Glyma06g04350.1	bZIP
Glyma06g05110.1	bZIP
Glyma06g08390.1	bZIP
Glyma06g08390.2	bZIP
Glyma06g11250.1	bZIP
Glyma06g23500.1	bZIP
Glyma06g43760.1	bZIP
Glyma06g47220.1	bZIP
Glyma07g06620.1	bZIP
Glyma07g33600.1	bZIP
Glyma07g33600.2	bZIP
Glyma07g33600.3	bZIP
Glyma08g08220.1	bZIP
Glyma08g12170.1	bZIP
Glyma08g13330.1	bZIP
Glyma08g14840.1	bZIP
Glyma08g14840.2	bZIP
Glyma08g19590.1	bZIP
Glyma08g24340.1	bZIP
Glyma08g28220.1	bZIP
Glyma08g34280.1	bZIP
Glyma08g34280.2	bZIP
Glyma08g34280.3	bZIP
Glyma08g34280.4	bZIP
Glyma08g41450.1	bZIP
Glyma09g34170.1	bZIP
Glyma10g01640.1	bZIP
Glyma10g08370.1	bZIP
Glyma10g12000.1	bZIP
Glyma10g30410.1	bZIP
Glyma10g36820.1	bZIP
Glyma10g42280.1	bZIP
Glyma10g44270.1	bZIP
Glyma11g04920.1	bZIP
Glyma11g06960.1	bZIP
Glyma11g06960.2	bZIP
Glyma11g11540.1	bZIP
Glyma11g11540.2	bZIP
Glyma11g11540.3	bZIP
Glyma11g11790.1	bZIP
Glyma11g12240.1	bZIP
Glyma11g13510.1	bZIP
Glyma11g16050.1	bZIP
Glyma11g16050.2	bZIP
Glyma11g16050.3	bZIP
Glyma11g16050.4	bZIP
Glyma11g19030.1	bZIP
Glyma11g30940.1	bZIP
Glyma11g36010.1	bZIP
Glyma11g36010.2	bZIP
Glyma12g03690.1	bZIP
Glyma12g03690.2	bZIP
Glyma12g03690.3	bZIP
Glyma12g03690.4	bZIP
Glyma12g03690.5	bZIP
Glyma12g03690.6	bZIP
Glyma12g04050.1	bZIP
Glyma12g04440.1	bZIP
Glyma12g05520.1	bZIP
Glyma12g09430.1	bZIP
Glyma12g09430.2	bZIP
Glyma12g09430.3	bZIP
Glyma12g14130.1	bZIP
Glyma12g30980.1	bZIP
Glyma12g30990.1	bZIP
Glyma12g33600.1	bZIP
Glyma12g35650.1	bZIP
Glyma13g03880.1	bZIP
Glyma13g03880.2	bZIP
Glyma13g03880.3	bZIP
Glyma13g06980.1	bZIP
Glyma13g26280.1	bZIP
Glyma13g33380.1	bZIP
Glyma13g33380.2	bZIP
Glyma13g33380.3	bZIP
Glyma13g33480.1	bZIP
Glyma13g33480.2	bZIP
Glyma13g33480.3	bZIP
Glyma13g34770.1	bZIP
Glyma13g39330.1	bZIP
Glyma13g39340.1	bZIP
Glyma13g42030.1	bZIP
Glyma14g07800.1	bZIP
Glyma14g10020.1	bZIP
Glyma14g33800.1	bZIP
Glyma14g33800.2	bZIP
Glyma14g33800.3	bZIP
Glyma14g33800.4	bZIP
Glyma14g38460.1	bZIP
Glyma14g40580.1	bZIP
Glyma14g40580.2	bZIP
Glyma15g03350.1	bZIP
Glyma15g05440.1	bZIP
Glyma15g05440.2	bZIP
Glyma15g35080.1	bZIP
Glyma15g37220.1	bZIP
Glyma16g03190.1	bZIP
Glyma16g13570.1	bZIP
Glyma16g15810.1	bZIP
Glyma16g25600.1	bZIP
Glyma16g25600.2	bZIP
Glyma16g25600.3	bZIP
Glyma16g28370.1	bZIP
Glyma17g17100.1	bZIP
Glyma17g24450.1	bZIP
Glyma17g37180.1	bZIP
Glyma17g37510.1	bZIP
Glyma18g02430.1	bZIP
Glyma18g02430.2	bZIP
Glyma18g02430.3	bZIP
Glyma18g02430.4	bZIP
Glyma18g05880.1	bZIP
Glyma18g07370.1	bZIP
Glyma18g14750.1	bZIP
Glyma18g51250.1	bZIP
Glyma19g05050.1	bZIP
Glyma19g20090.1	bZIP
Glyma19g30230.1	bZIP
Glyma19g30680.1	bZIP
Glyma19g31050.1	bZIP
Glyma19g31050.2	bZIP
Glyma19g31050.3	bZIP
Glyma19g31050.4	bZIP
Glyma19g32710.1	bZIP
Glyma19g37910.1	bZIP
Glyma19g40390.1	bZIP
Glyma19g43420.1	bZIP
Glyma19g44190.1	bZIP
Glyma20g01030.1	bZIP
Glyma20g10600.1	bZIP
Glyma20g36750.1	bZIP
Glyma20g36750.2	bZIP
Glyma20g39050.1	bZIP
Glyma20g39050.2	bZIP
Glyma20g39050.3	bZIP
Glyma09g15120.1	ND
Glyma14g14450.1	ND
Glyma15g27040.1	ND
Glyma15g27040.2	ND
Glyma15g27040.3	ND
Glyma15g27040.4	ND
Glyma20g04220.1	ND
Glyma01g37370.1	C2C2-CO-like
Glyma02g17180.1	C2C2-CO-like
Glyma02g38870.1	C2C2-CO-like
Glyma03g08090.1	C2C2-CO-like
Glyma03g10880.1	C2C2-CO-like
Glyma03g36810.1	C2C2-CO-like
Glyma04g01120.1	C2C2-CO-like
Glyma04g02960.1	C2C2-CO-like
Glyma04g02960.2	C2C2-CO-like
Glyma04g06240.1	C2C2-CO-like
Glyma06g01140.1	C2C2-CO-like
Glyma06g02970.1	C2C2-CO-like
Glyma06g06300.1	C2C2-CO-like
Glyma06g39810.1	C2C2-CO-like
Glyma06g45620.1	C2C2-CO-like
Glyma07g02320.1	C2C2-CO-like
Glyma07g08920.1	C2C2-CO-like
Glyma07g10160.1	C2C2-CO-like
Glyma08g04570.1	C2C2-CO-like
Glyma08g23700.1	C2C2-CO-like
Glyma08g24550.1	C2C2-CO-like
Glyma08g28370.1	C2C2-CO-like
Glyma09g14880.1	C2C2-CO-like
Glyma09g35960.1	C2C2-CO-like
Glyma10g02620.1	C2C2-CO-like
Glyma10g41540.1	C2C2-CO-like
Glyma10g42090.1	C2C2-CO-like
Glyma11g07930.1	C2C2-CO-like
Glyma11g07930.2	C2C2-CO-like
Glyma11g07930.3	C2C2-CO-like
Glyma11g07930.4	C2C2-CO-like
Glyma11g11850.1	C2C2-CO-like
Glyma11g12060.1	C2C2-CO-like
Glyma11g13570.1	C2C2-CO-like
Glyma12g04130.1	C2C2-CO-like
Glyma12g04270.1	C2C2-CO-like
Glyma12g05570.1	C2C2-CO-like
Glyma12g11230.1	C2C2-CO-like
Glyma12g32220.1	C2C2-CO-like
Glyma12g32230.1	C2C2-CO-like
Glyma12g32470.1	C2C2-CO-like
Glyma12g36260.1	C2C2-CO-like
Glyma12g36260.2	C2C2-CO-like
Glyma12g36260.3	C2C2-CO-like
Glyma13g01290.1	C2C2-CO-like
Glyma13g07030.1	C2C2-CO-like
Glyma13g32160.1	C2C2-CO-like
Glyma13g33420.1	C2C2-CO-like
Glyma13g33420.2	C2C2-CO-like
Glyma13g33990.1	C2C2-CO-like
Glyma13g37970.1	C2C2-CO-like
Glyma13g38240.1	C2C2-CO-like
Glyma13g38250.1	C2C2-CO-like
Glyma13g41980.1	C2C2-CO-like
Glyma13g41980.2	C2C2-CO-like
Glyma13g41980.3	C2C2-CO-like
Glyma14g21260.1	C2C2-CO-like
Glyma14g36930.1	C2C2-CO-like
Glyma14g36930.2	C2C2-CO-like
Glyma14g40650.1	C2C2-CO-like
Glyma15g03400.1	C2C2-CO-like
Glyma15g07140.1	C2C2-CO-like
Glyma15g38630.1	C2C2-CO-like
Glyma16g05540.1	C2C2-CO-like
Glyma17g07420.1	C2C2-CO-like
Glyma17g37430.1	C2C2-CO-like
Glyma18g11180.1	C2C2-CO-like
Glyma18g51320.1	C2C2-CO-like
Glyma19g05170.1	C2C2-CO-like
Glyma19g27240.1	C2C2-CO-like
Glyma19g39460.1	C2C2-CO-like
Glyma20g24940.1	C2C2-CO-like
Glyma20g25700.1	C2C2-CO-like
Glyma02g37860.1	ND
Glyma06g36750.1	PLATZ
Glyma01g02610.1	C2C2-DOF
Glyma01g05960.1	C2C2-DOF
Glyma01g38970.1	C2C2-DOF
Glyma02g06970.1	C2C2-DOF
Glyma02g10250.1	C2C2-DOF
Glyma02g12080.1	C2C2-DOF
Glyma02g35290.1	C2C2-DOF
Glyma03g01030.1	C2C2-DOF
Glyma03g41980.1	C2C2-DOF
Glyma03g41980.2	C2C2-DOF
Glyma04g31690.1	C2C2-DOF
Glyma04g33410.1	C2C2-DOF
Glyma04g35650.1	C2C2-DOF
Glyma04g41170.1	C2C2-DOF
Glyma04g41170.2	C2C2-DOF
Glyma04g41170.3	C2C2-DOF
Glyma04g41830.1	C2C2-DOF
Glyma05g00970.1	C2C2-DOF
Glyma05g02220.1	C2C2-DOF
Glyma05g07460.1	C2C2-DOF
Glyma05g29090.1	C2C2-DOF
Glyma06g12950.1	C2C2-DOF
Glyma06g13670.1	C2C2-DOF
Glyma06g19330.1	C2C2-DOF
Glyma06g20950.1	C2C2-DOF
Glyma06g22800.1	C2C2-DOF
Glyma07g01450.1	C2C2-DOF
Glyma07g05950.1	C2C2-DOF
Glyma07g31340.1	C2C2-DOF
Glyma07g31860.1	C2C2-DOF
Glyma07g31870.1	C2C2-DOF
Glyma07g35690.1	C2C2-DOF
Glyma07g35690.2	C2C2-DOF
Glyma08g12230.1	C2C2-DOF
Glyma08g20840.1	C2C2-DOF
Glyma08g24590.1	C2C2-DOF
Glyma08g37530.1	C2C2-DOF
Glyma08g47290.1	C2C2-DOF
Glyma09g33350.1	C2C2-DOF
Glyma09g37170.1	C2C2-DOF
Glyma10g10140.1	C2C2-DOF
Glyma10g31700.1	C2C2-DOF
Glyma11g02820.1	C2C2-DOF
Glyma11g06300.1	C2C2-DOF
Glyma11g14920.1	C2C2-DOF
Glyma11g15760.1	C2C2-DOF
Glyma12g06880.1	C2C2-DOF
Glyma12g07710.1	C2C2-DOF
Glyma13g05480.1	C2C2-DOF
Glyma13g22560.1	C2C2-DOF
Glyma13g24600.1	C2C2-DOF
Glyma13g24610.1	C2C2-DOF
Glyma13g25120.1	C2C2-DOF
Glyma13g30330.1	C2C2-DOF
Glyma13g31100.1	C2C2-DOF
Glyma13g31110.1	C2C2-DOF
Glyma13g31560.1	C2C2-DOF
Glyma13g40420.1	C2C2-DOF
Glyma13g41030.1	C2C2-DOF
Glyma13g42820.1	C2C2-DOF
Glyma15g02620.1	C2C2-DOF
Glyma15g04430.1	C2C2-DOF
Glyma15g04980.1	C2C2-DOF
Glyma15g07730.1	C2C2-DOF
Glyma15g08230.1	C2C2-DOF
Glyma15g08250.1	C2C2-DOF
Glyma15g08860.1	C2C2-DOF
Glyma15g29870.1	C2C2-DOF
Glyma16g02550.1	C2C2-DOF
Glyma16g26030.1	C2C2-DOF
Glyma17g08950.1	C2C2-DOF
Glyma17g09710.1	C2C2-DOF
Glyma17g10920.1	C2C2-DOF
Glyma17g10920.2	C2C2-DOF
Glyma17g21540.1	C2C2-DOF
Glyma18g26870.1	C2C2-DOF
Glyma18g38560.1	C2C2-DOF
